mjd,mag,mag_err,UL,filter,detected
59049.60809,20.0447,inf,True,cyan,0
59055.609027,19.7135,inf,True,orange,0
59059.609862,19.8772,inf,True,orange,0
59061.612008,19.8618,inf,True,orange,0
59063.582609,19.6362,inf,True,orange,0
59069.617396,19.4846,inf,True,orange,0
59071.616735,19.8053,inf,True,orange,0
59073.616054,19.8844,inf,True,orange,0
59075.046,21.4657,inf,True,g,0
59075.613517,19.7135,inf,True,orange,0
59077.598829,20.7343,inf,True,cyan,0
59083.567146,19.7945,inf,True,orange,0
59091.556283,19.5579,inf,True,orange,0
59093.557776,19.4293,inf,True,orange,0
59095.530876,19.5787,inf,True,orange,0
59097.575441,19.4409,inf,True,orange,0
59099.531613,19.83,inf,True,orange,0
59101.576778,19.9109,inf,True,orange,0
59103.560271,19.6999,inf,True,orange,0
59105.56607,19.5624,inf,True,orange,0
59107.551517,19.6695,inf,True,orange,0
59109.564827,19.7887,0.2,False,cyan,1
59113.549485,19.1383,0.1187,False,cyan,1
59115.506185,19.0138,0.1391,False,orange,1
59116.532639,18.6457,0.0274,False,g,1
59116.606639,18.6857,0.0278,False,g,1
59117.530187,18.7147,0.0773,False,cyan,1
59119.485219,18.6732,0.1167,False,orange,1
59121.469518,18.5624,0.1219,False,orange,1
59123.47799,18.4658,0.1194,False,orange,1
59125.571327,18.3685,0.1136,False,orange,1
59127.503908,18.4726,0.1148,False,orange,1
59127.542,18.3958,0.14,False,i,1
59129.516816,18.308,0.087,False,orange,1
59131.490631,18.4688,0.0917,False,orange,1
59133.560932,18.4061,0.0878,False,orange,1
59133.61473,18.2657,0.0237,False,g,1
59133.790889,18.2657,0.0237,False,g,1
59133.864899,18.2657,0.0237,False,g,1
59134.04106,18.2257,0.0234,False,g,1
59135.467821,18.4241,0.107,False,orange,1
59137.538305,18.2788,0.0533,False,cyan,1
59139.462713,18.5726,0.1149,False,orange,1
59141.585545,18.4359,0.0837,False,cyan,1
59145.450954,18.5505,0.0639,False,cyan,1
59147.43027,18.6415,0.1101,False,orange,1
59157.46903,18.4447,0.1087,False,orange,1
59160.464843,18.4726,0.0886,False,g,1
59160.46875,18.5388,0.0449,False,r,1
59160.472656,18.7137,0.0516,False,i,1
59161.487242,18.6901,0.1267,False,orange,1
