mjd,mag,mag_err,UL,filter,detected
58448.51,20.66,inf,True,r,0
58448.56,20.92,inf,True,r,0
58469.55,18.83,inf,True,r,0
58472.53,21.67,inf,True,g,0
58475.5,21.0,inf,True,r,0
58480.54,20.95,inf,True,g,0
58482.54,21.34,inf,True,g,0
58520.666983,19.9443,inf,True,cyan,0
58522.48,21.72,inf,True,g,0
58522.667949,19.2207,inf,True,orange,0
58530.6375,20.3662,inf,True,orange,0
58534.42,20.01,inf,True,r,0
58538.37,19.23,inf,True,r,0
58538.41,19.31,inf,True,g,0
58538.43,19.44,inf,True,g,0
58538.45,20.03,inf,True,g,0
58538.47,20.14,inf,True,r,0
58538.49,20.62,inf,True,r,0
58539.3,19.27,inf,True,r,0
58539.35,20.7,inf,True,r,0
58539.39,20.41,inf,True,g,0
58539.41,20.47,inf,True,g,0
58540.3,21.06,inf,True,r,0
58540.32,19.92,inf,True,r,0
58540.41,21.12,inf,True,g,0
58540.42,21.4,inf,True,g,0
58541.52,21.67,inf,True,r,0
58542.631891,19.9715,inf,True,orange,0
58543.41,21.87,inf,True,i,0
58543.46,19.19,inf,True,r,0
58543.49,20.89,0.14,False,g,1
58543.52,20.79,0.14,False,g,1
58547.34,20.54,0.13,False,g,1
58547.39,20.45,0.1,False,g,1
58547.49,20.5,0.14,False,r,1
58550.593549,19.814,inf,True,orange,0
58556.382395,20.1522,inf,True,g,0
58556.43,19.96,0.15,False,r,1
58556.46,19.99,0.08,False,g,1
58556.46,20.05,0.09,False,g,1
58556.5,19.96,0.1,False,g,1
58557.39,19.98,0.17,False,r,1
58557.4,20.05,0.13,False,r,1
58557.43,20.15,0.13,False,r,1
58557.44,19.9,0.1,False,g,1
58558.35,19.85,0.11,False,r,1
58558.37,19.97,0.12,False,r,1
58558.42,19.75,0.08,False,g,1
58558.565363,20.0355,0.3294,False,orange,1
58560.24,20.53,inf,True,g,0
58560.26,19.61,0.14,False,g,1
58560.28,19.63,0.15,False,g,1
58560.286666,19.4368,inf,True,g,0
58560.37,19.91,0.12,False,r,1
58560.38,19.74,0.15,False,r,1
58560.39,19.83,0.11,False,r,1
58560.41,19.94,0.13,False,r,1
58561.27,19.55,0.2,False,g,1
58561.3,19.74,0.2,False,g,1
58561.32,20.22,inf,True,g,0
58561.34,19.58,0.12,False,r,1
58561.36,19.89,0.16,False,r,1
58561.39,19.58,0.14,False,r,1
58562.36,19.94,inf,True,r,0
58567.3,19.5,0.1,False,g,1
58567.31,19.51,0.2,False,g,1
58567.32,19.54,0.08,False,r,1
58567.37,19.65,0.08,False,r,1
58567.39,19.52,0.09,False,r,1
58567.39,19.74,0.21,False,r,1
58567.4,19.67,0.13,False,g,1
58567.41,19.43,0.14,False,g,1
58567.44,19.65,0.16,False,g,1
58568.22,19.42,0.06,False,g,1
58568.26,19.58,0.06,False,g,1
58568.34,18.87,inf,True,r,0
58568.54604,19.6843,0.1893,False,orange,1
58569.39,19.55,0.07,False,r,1
58570.574136,19.7584,0.18,False,orange,1
58572.32,19.53,0.07,False,g,1
58572.34,19.53,0.07,False,g,1
58572.342418,20.2291,inf,True,g,0
58572.37,19.6,0.13,False,r,1
58572.37,20.23,inf,True,r,0
58572.39,19.5,0.06,False,g,1
58572.42,19.51,0.06,False,r,1
58572.44,19.58,0.06,False,r,1
58572.528012,19.7286,0.24,False,orange,1
58573.29,19.52,0.08,False,r,1
58573.32,19.46,0.07,False,g,1
58573.37,19.51,0.07,False,g,1
58573.41,19.61,0.07,False,r,1
58573.42,19.57,0.07,False,r,1
58574.35,19.71,0.12,False,g,1
58574.37,19.59,0.05,False,g,1
58574.39,19.49,0.05,False,g,1
58574.46,19.51,0.12,False,r,1
58574.565773,18.9886,inf,True,orange,0
58575.3,19.61,0.06,False,g,1
58575.32,19.64,0.05,False,g,1
58575.339548,19.5844,0.1274,False,g,1
58575.34,19.59,0.13,False,g,1
58575.34,19.6,0.05,False,g,1
58575.36,19.46,0.07,False,r,1
58575.38,19.64,0.09,False,r,1
58575.4,19.56,0.06,False,r,1
58576.576026,19.7854,0.1837,False,cyan,1
58577.42,19.62,0.18,False,r,1
58578.558221,19.8522,0.2869,False,orange,1
58580.31,19.63,0.06,False,g,1
58580.34,19.69,0.07,False,r,1
58580.36,19.58,0.07,False,r,1
58580.36,19.69,0.16,False,r,1
58580.363611,19.6825,0.1613,False,r,1
58580.38,19.61,0.06,False,r,1
58580.407118,19.6811,0.1779,False,g,1
58580.41,19.63,0.05,False,g,1
58580.41,19.67,0.18,False,g,1
58580.42,19.72,0.08,False,g,1
58580.551535,19.8448,0.192,False,cyan,1
58581.3,19.63,0.05,False,g,1
58581.33,19.59,0.05,False,g,1
58581.37,19.47,0.06,False,r,1
58582.26,19.59,0.06,False,r,1
58582.29,19.64,0.06,False,r,1
58582.34,19.69,0.05,False,g,1
58582.37,19.68,0.12,False,g,1
58582.39,19.69,0.07,False,g,1
58582.42,19.56,0.05,False,r,1
58582.519929,19.7391,0.1938,False,orange,1
58583.33,19.59,0.08,False,r,1
58583.33,20.09,inf,True,r,0
58583.34,19.51,0.09,False,r,1
58583.36,19.62,0.08,False,g,1
58583.36,19.82,0.2,False,g,1
58583.36324,19.8279,0.2028,False,g,1
58583.42,19.79,0.09,False,g,1
58584.25,19.65,0.08,False,g,1
58584.26,19.77,0.08,False,g,1
58584.28,19.66,0.07,False,g,1
58584.31,19.57,0.06,False,r,1
58584.33,19.72,0.07,False,r,1
58584.37,19.57,0.06,False,r,1
58585.27,19.78,0.07,False,g,1
58585.28,19.74,0.07,False,g,1
58585.33,19.64,0.06,False,r,1
58586.32,19.74,0.08,False,r,1
58586.34,19.54,0.06,False,r,1
58586.34,19.61,0.19,False,r,1
58586.342615,19.5905,0.1855,False,r,1
58586.37,19.63,0.07,False,r,1
58586.405277,19.758,0.1701,False,g,1
58586.41,19.63,0.06,False,g,1
58586.41,19.75,0.17,False,g,1
58586.44,19.75,0.06,False,g,1
