mjd,mag,mag_err,UL,filter,detected
58957.6258,19.5052,inf,True,orange,0
58989.595502,20.0674,inf,True,orange,0
58997.576339,20.0811,inf,True,orange,0
58999.555225,20.1426,inf,True,cyan,0
59002.445312,20.4207,inf,True,g,0
59003.603849,18.9774,inf,True,orange,0
59005.556487,19.5316,inf,True,orange,0
59007.574985,19.7084,inf,True,orange,0
59009.594918,19.1329,inf,True,orange,0
59010.597035,19.9731,inf,True,orange,0
59013.596815,20.3275,inf,True,orange,0
59014.394531,20.5699,inf,True,g,0
59014.472656,20.8901,inf,True,r,0
59017.581906,19.7318,inf,True,orange,0
59018.394531,20.6558,inf,True,g,0
59018.46875,20.9542,inf,True,r,0
59021.54527,19.8144,inf,True,orange,0
59022.390625,20.585,inf,True,g,0
59022.476562,20.6874,inf,True,r,0
59025.339843,20.5411,inf,True,g,0
59025.583131,20.0879,inf,True,orange,0
59027.44295,20.165,0.3359,False,cyan,1
59028.476562,20.7252,inf,True,r,0
59029.561192,19.914,inf,True,orange,0
59031.34375,20.0775,inf,True,g,0
59031.441406,20.9079,inf,True,r,0
59031.554407,19.673,inf,True,cyan,0
59032.484375,20.3257,inf,True,g,0
59033.570719,19.5831,inf,True,orange,0
59034.378906,20.228,inf,True,r,0
59034.464843,20.2213,inf,True,g,0
59035.567478,19.6087,inf,True,orange,0
59037.511861,19.3832,inf,True,orange,0
59039.388261,19.2032,inf,True,orange,0
59040.382812,20.3241,0.1928,False,r,1
59040.480468,20.2874,0.0914,False,g,1
59041.581271,19.381,inf,True,orange,0
59043.371093,20.5723,0.1179,False,g,1
59043.382812,20.3514,0.0848,False,r,1
59043.612029,19.327,inf,True,orange,0
59044.476562,20.1511,0.0888,False,r,1
59046.410156,20.1624,0.1918,False,r,1
59046.460937,20.057,0.177,False,g,1
59047.5239,19.6267,0.1873,False,cyan,1
59048.40625,20.186,0.0928,False,r,1
59048.472656,20.0905,0.0553,False,g,1
59049.40625,20.2032,0.2185,False,r,1
59050.410156,19.9714,0.0728,False,g,1
59050.441406,19.9963,0.0763,False,r,1
59051.394531,19.9523,0.0689,False,r,1
59051.453125,19.832,0.1035,False,g,1
59051.474,19.9933,0.04,False,w,1
59051.490514,19.6331,0.1801,False,cyan,1
59052.40625,19.9702,0.1692,False,r,1
59052.464843,19.8623,0.1868,False,g,1
59053.390625,19.1576,0.3563,False,g,1
59053.505356,19.638,0.2347,False,orange,1
59054.390625,19.9642,0.1854,False,r,1
59054.476562,20.0759,0.078,False,g,1
59055.40625,19.8356,0.0657,False,g,1
59055.453125,19.8751,0.0762,False,r,1
59056.429687,19.9066,0.068,False,g,1
59056.4375,20.0393,0.0938,False,r,1
59057.402343,19.8791,0.0918,False,g,1
59057.414062,19.809,0.0947,False,r,1
59059.410156,19.8948,0.0665,False,g,1
59059.417968,19.8811,0.0581,False,r,1
59059.575834,19.4211,0.1303,False,cyan,1
59060.347656,19.8099,0.2059,False,g,1
59060.425781,19.8073,0.0717,False,r,1
59061.375,19.8707,0.0702,False,r,1
59061.464843,19.7731,0.0889,False,g,1
59061.480118,19.8216,0.2924,False,orange,1
59062.464843,19.8133,0.1016,False,r,1
59063.371093,19.5771,0.132,False,r,1
59063.453125,19.6985,0.1018,False,g,1
59064.390625,19.8364,0.0565,False,r,1
59064.472656,19.6406,0.127,False,g,1
59065.253906,19.4813,inf,True,g,0
59065.40625,19.6445,0.0989,False,r,1
59065.538656,19.8288,0.3402,False,orange,1
59066.375,19.6997,0.073,False,g,1
59066.445312,19.4791,0.1956,False,r,1
59067.378906,19.9773,0.1,False,g,1
59067.421875,19.724,0.1764,False,r,1
59068.386718,19.5363,0.1174,False,r,1
59068.480468,19.8129,0.09,False,g,1
59068.582,19.7885,0.26,False,i,1
59069.339843,19.5659,0.1214,False,g,1
59069.429687,19.57,0.1013,False,r,1
59069.485859,19.548,0.2519,False,orange,1
59070.332031,19.5644,0.1153,False,g,1
59071.355468,19.6248,0.0464,False,r,1
59071.417968,19.6736,0.0737,False,g,1
59071.453464,19.6921,0.2033,False,orange,1
59072.398437,19.6382,0.0737,False,g,1
59072.464843,19.4824,0.074,False,r,1
59073.335937,19.6065,0.077,False,g,1
59073.445312,19.6282,0.115,False,r,1
59073.522173,19.5444,0.1561,False,orange,1
59075.328125,19.6213,0.2044,False,r,1
59075.363281,19.6694,0.0721,False,g,1
59075.515469,19.5932,0.2294,False,orange,1
59076.359375,19.6328,0.182,False,r,1
59076.508869,19.3385,0.1389,False,cyan,1
59077.300781,19.551,0.0965,False,r,1
59077.40625,19.6575,0.0864,False,g,1
59077.518127,19.3243,0.1281,False,orange,1
59078.324218,19.544,0.1438,False,r,1
59079.335937,19.6189,0.0745,False,g,1
59079.375,19.5083,0.0841,False,r,1
59079.399615,19.3347,0.1823,False,cyan,1
59080.355468,19.5543,0.0926,False,r,1
59080.421875,19.556,0.0675,False,g,1
59081.3125,19.687,0.0718,False,g,1
59081.375,19.4412,0.069,False,r,1
59082.265625,19.5264,0.2142,False,r,1
59082.316406,19.4895,0.067,False,g,1
59083.408854,19.2318,0.1306,False,cyan,1
59084.304687,19.4679,0.0605,False,r,1
59084.398437,19.6573,0.0819,False,g,1
59085.332031,19.4376,0.101,False,r,1
59085.363281,19.6139,0.061,False,g,1
59085.388603,19.4498,0.2517,False,orange,1
59086.296875,19.6417,0.1486,False,g,1
59086.335937,19.5104,0.0742,False,r,1
59087.335937,19.6427,0.0606,False,g,1
59087.34375,19.5013,0.0562,False,r,1
59087.54751,19.2265,0.1528,False,cyan,1
59088.328125,19.759,0.096,False,g,1
59088.398437,19.5393,0.0687,False,r,1
59088.439873,19.6811,0.2637,False,orange,1
59089.339843,19.9662,0.0806,False,g,1
59089.433593,19.5432,0.0816,False,r,1
59089.465479,19.5502,0.1915,False,orange,1
59090.363281,19.7874,0.0684,False,g,1
59090.457031,19.6678,0.0847,False,r,1
59091.378906,19.9818,0.0992,False,g,1
59091.46875,19.7728,0.08,False,r,1
59092.304687,19.8931,0.0876,False,g,1
59093.351562,19.679,0.0552,False,r,1
59093.370867,19.2762,inf,True,orange,0
59093.402343,19.65,0.0469,False,g,1
59094.222656,19.099,inf,True,g,0
59094.410156,19.8642,0.177,False,r,1
59095.316406,19.7523,inf,True,g,0
59095.398437,19.7959,inf,True,r,0
59095.48951,19.3847,0.2592,False,orange,1
59096.175781,19.7753,inf,True,g,0
59096.328125,19.8596,0.0837,False,r,1
59097.328125,20.3955,inf,True,g,0
59097.339843,19.7468,0.0847,False,r,1
59097.371093,19.7017,0.2068,False,i,1
59098.230468,20.1844,0.1279,False,g,1
59098.339843,19.9162,0.0764,False,r,1
59099.285156,19.9753,0.181,False,r,1
59099.390625,20.5301,0.06,False,g,1
59101.460221,19.9434,0.3073,False,orange,1
59103.493923,20.0167,0.3523,False,orange,1
59104.472656,19.9503,0.0793,False,i,1
59105.437903,19.3126,inf,True,orange,0
59106.01,19.94,0.07,False,i,1
59106.01,20.18,0.08,False,r,1
59106.02,19.95,0.13,False,z,1
59106.02,20.76,0.09,False,g,1
59106.3125,20.6631,0.1553,False,g,1
59106.332031,20.1409,0.2376,False,r,1
59107.285156,20.3197,0.0912,False,r,1
59107.355468,20.9026,0.1403,False,g,1
59107.463381,19.8481,0.2342,False,cyan,1
59108.320312,20.8844,0.1152,False,g,1
59108.328125,20.2511,0.1685,False,i,1
59108.382812,20.1293,0.2302,False,r,1
59109.28125,20.2687,0.0796,False,r,1
59109.383186,19.311,inf,True,orange,0
59110.191406,20.189,inf,True,i,0
59110.292968,20.3838,0.1096,False,r,1
59110.339843,20.8135,0.1224,False,g,1
59111.339843,20.2969,0.1115,False,r,1
59111.347656,21.0881,0.1348,False,g,1
59111.476199,20.0018,0.3238,False,cyan,1
