mjd,mag,mag_err,UL,filter,detected
58606.335737,19.304,inf,True,cyan,0
58610.343544,20.1301,inf,True,cyan,0
58612.280023,19.7193,inf,True,orange,0
58614.300135,19.6079,inf,True,orange,0
58618.323081,19.282,inf,True,orange,0
58620.278924,19.3246,inf,True,orange,0
58626.297168,19.7716,inf,True,orange,0
58628.252297,19.6852,inf,True,orange,0
58630.252813,19.7711,inf,True,orange,0
58632.26606,19.7115,inf,True,orange,0
58634.256862,19.5617,inf,True,cyan,0
58636.253666,19.2395,inf,True,orange,0
58642.255349,19.2294,inf,True,cyan,0
58642.467997,21.2043,inf,True,g,0
58648.262349,19.1161,inf,True,orange,0
58650.260894,18.9737,inf,True,orange,0
58656.264744,19.4241,inf,True,orange,0
58764.622349,19.7431,inf,True,orange,0
58765.52,20.29,inf,True,r,0
58765.53,19.9,inf,True,r,0
58765.53,20.24,inf,True,r,0
58765.54,19.22,inf,True,r,0
58767.52,20.26,inf,True,r,0
58767.53,19.53,inf,True,r,0
58767.53,19.95,inf,True,r,0
58767.54,19.06,inf,True,r,0
58769.53,19.91,inf,True,r,0
58769.53,19.89,inf,True,r,0
58769.54,19.67,inf,True,r,0
58771.53,19.3,inf,True,r,0
58771.53,19.39,inf,True,r,0
58771.54,19.2,inf,True,r,0
58771.54,19.3,inf,True,r,0
58772.614024,19.3179,inf,True,orange,0
58776.52,18.77,0.18,False,r,1
58776.52,18.78,0.1,False,r,1
58776.837619,18.9043,0.0339,False,g,1
58780.634288,18.5974,0.1335,False,orange,1
58784.635812,18.2821,0.0942,False,orange,1
58785.52,18.15,0.04,False,r,1
58787.45,17.96,0.15,False,r,1
58788.631293,18.1215,0.0795,False,orange,1
58789.5,17.92,0.03,False,g,1
58789.53,17.99,0.03,False,r,1
58790.593273,17.9437,0.0558,False,cyan,1
58792.5,17.84,0.03,False,r,1
58792.54,17.77,0.07,False,g,1
58792.54,17.76,0.03,False,g,1
58792.607095,17.98,0.0695,False,orange,1
58794.618442,17.7657,0.0438,False,cyan,1
58796.539528,17.6673,0.0885,False,orange,1
58797.44,17.36,0.09,False,r,1
58798.545345,17.779,0.0836,False,orange,1
58799.48,17.5,0.03,False,r,1
58800.12256,17.5043,0.02,False,g,1
58800.19657,17.4943,0.02,False,g,1
58800.610752,17.6085,0.0532,False,orange,1
58801.589101,17.5803,0.0607,False,orange,1
58802.631028,17.5169,0.0489,False,orange,1
58804.24,17.28,0.05,False,g,1
58804.24,17.42,0.06,False,r,1
58804.25,17.59,0.05,False,i,1
58804.25,17.82,0.08,False,z,1
58804.25,17.34,0.02,False,u,1
58804.5,17.33,0.04,False,g,1
58804.54,17.37,0.03,False,r,1
58808.633621,17.4771,0.0446,False,orange,1
58812.4,17.34,0.04,False,r,1
58812.55,17.41,0.02,False,r,1
58812.610224,17.4907,0.0442,False,orange,1
58814.612507,17.367,0.0303,False,cyan,1
58816.619146,17.5,0.0465,False,orange,1
58819.55,17.42,0.09,False,g,1
58820.58,17.3915,0.01,False,w,1
58820.638361,17.4508,0.0431,False,orange,1
58821.14,17.81,0.02,False,u,1
58821.14,17.56,0.06,False,i,1
58821.14,17.42,0.04,False,g,1
58821.14,17.48,0.05,False,r,1
58821.15,17.77,0.05,False,z,1
58822.523462,17.4265,0.0473,False,orange,1
58823.54,17.34,0.04,False,r,1
58824.586652,17.4545,0.0424,False,orange,1
58826.569981,17.2996,0.0398,False,orange,1
58827.09,17.34,0.06,False,r,1
58827.09,17.44,0.06,False,i,1
58827.09,17.68,0.08,False,z,1
58827.422259,17.3743,0.0192,False,g,1
58827.44,17.4,0.03,False,r,1
58827.49627,17.3543,0.0191,False,g,1
58828.541765,17.3426,0.0434,False,orange,1
58830.12,17.36,0.07,False,i,1
58830.55,17.22,0.03,False,g,1
58830.85,17.58,0.07,False,u,1
58830.85,18.94,0.1,False,UVW1,1
58830.85,17.21,0.07,False,u,1
58830.86,17.09,0.12,False,g,1
58830.86,19.73,0.13,False,UVM2,1
58830.86,19.77,0.13,False,UVW2,1
58835.51,17.2,0.03,False,g,1
58836.606364,17.2742,0.037,False,orange,1
58838.47,17.07,0.07,False,g,1
58838.5,17.16,0.04,False,r,1
58844.556015,17.1434,0.0367,False,orange,1
58846.560912,17.0678,0.0331,False,cyan,1
58849.29,17.08,0.03,False,i,1
58849.29,17.12,0.04,False,r,1
58849.29,17.2,0.05,False,g,1
58849.3,17.51,0.03,False,u,1
58849.43,17.07,0.06,False,r,1
58849.48,17.11,0.07,False,g,1
58850.56892,17.0948,0.0351,False,orange,1
58852.44,17.21,0.04,False,r,1
58852.496758,17.243,0.0417,False,orange,1
58853.52,17.25,0.03,False,i,1
58855.46,17.42,0.06,False,g,1
58859.32,17.55,0.08,False,r,1
58860.35,17.61,0.09,False,r,1
58860.36,17.59,0.08,False,r,1
58864.34,17.87,0.08,False,r,1
58864.4,18.21,0.08,False,g,1
58866.535353,17.9953,0.0712,False,orange,1
58867.4,18.38,0.09,False,g,1
58868.433711,18.0455,0.0753,False,orange,1
58870.467968,18.4326,0.0737,False,cyan,1
58870.483993,18.1415,0.02,False,w,1
58872.49717,18.222,0.0851,False,orange,1
58873.33,18.23,0.06,False,r,1
58873.36,18.51,0.1,False,g,1
58874.525301,18.2287,0.0621,False,cyan,1
58876.29,18.25,0.06,False,r,1
58876.36,18.53,0.09,False,g,1
58876.36,18.52,0.09,False,g,1
58876.472561,18.1098,0.0783,False,orange,1
58878.384757,18.5308,0.0894,False,cyan,1
58879.36,18.2,0.12,False,r,1
58880.49031,18.1686,0.0945,False,orange,1
58881.35,18.25,0.03,False,r,1
58881.44,18.54,0.05,False,g,1
58882.01,18.18,0.05,False,i,1
58882.01,18.27,0.06,False,r,1
58882.01,18.62,0.05,False,g,1
58882.01,19.98,0.2,False,u,1
58882.02,18.23,0.06,False,z,1
58882.481148,17.1162,0.0315,False,orange,1
58884.23,18.26,0.14,False,r,1
58884.29,18.62,0.14,False,g,1
58884.426878,17.1895,0.0402,False,orange,1
58891.24,18.73,0.16,False,g,1
58891.32,18.32,0.1,False,r,1
58891.97,18.71,0.09,False,g,1
58891.97,18.23,0.1,False,i,1
58891.97,18.39,0.09,False,r,1
58891.98,18.14,0.14,False,z,1
58894.27,18.44,0.08,False,r,1
58894.27,18.46,0.04,False,r,1
58894.31,18.82,0.05,False,g,1
58894.32,18.87,0.12,False,g,1
58895.25,18.89,0.06,False,g,1
58895.28,18.52,0.04,False,r,1
58898.27,19.21,0.14,False,g,1
58898.29,19.21,0.06,False,g,1
