object_id,mjd,mag,mag_err,UL,filter,System,detected
2020tcw,59091.214843,20.001,,True,g,AB,0
2020tcw,59091.25,19.5689,,True,g,AB,0
2020tcw,59092.21875,20.2304,,True,r,AB,0
2020tcw,59092.230468,20.0853,,True,r,AB,0
2020tcw,59092.253906,19.5992,,True,g,AB,0
2020tcw,59092.265186,20.0536,,True,orange,AB,0
2020tcw,59093.136718,20.3496,,True,r,AB,0
2020tcw,59093.15625,20.089,,True,g,AB,0
2020tcw,59093.164062,19.9226,,True,g,AB,0
2020tcw,59093.203125,19.8211,,True,r,AB,0
2020tcw,59093.207031,19.9082,,True,r,AB,0
2020tcw,59094.160156,20.2535,,True,r,AB,0
2020tcw,59094.160156,20.296,,True,r,AB,0
2020tcw,59094.183593,19.5142,,True,g,AB,0
2020tcw,59094.1875,19.5551,,True,g,AB,0
2020tcw,59095.164062,20.2195,,True,r,AB,0
2020tcw,59095.164062,20.231,,True,r,AB,0
2020tcw,59095.183593,19.7877,,True,g,AB,0
2020tcw,59095.183593,20.5036,0.1665,False,g,AB,1
2020tcw,59096.235294,19.7406,,True,orange,AB,0
2020tcw,59097.207031,19.7275,,True,g,AB,0
2020tcw,59098.234514,19.8633,,True,orange,AB,0
2020tcw,59100.238499,20.222,,True,cyan,AB,0
2020tcw,59104.239606,18.6199,0.0962,False,cyan,AB,1
2020tcw,59106.231204,18.3784,0.0587,False,orange,AB,1
2020tcw,59108.248881,17.777,0.0252,False,cyan,AB,1
2020tcw,59109.15625,18.0196,0.0927,False,r,AB,1
2020tcw,59111.117187,17.4995,0.0528,False,g,AB,1
2020tcw,59111.15625,17.4487,0.055,False,g,AB,1
2020tcw,59111.222656,17.7838,0.0799,False,r,AB,1
2020tcw,59116.408,21.4456,,True,G,AB,0
2020tcw,59122.219401,16.5421,0.0196,False,orange,AB,1
2020tcw,59125.072259,16.4261,0.1044,False,g,AB,1
2020tcw,59126.08255,16.1899,0.0523,False,g,AB,1
2020tcw,59127.085465,16.1641,0.0486,False,g,AB,1
2020tcw,59128.152343,16.1251,0.0346,False,g,AB,1
2020tcw,59129.069,15.9648,0.0636,False,g,AB,1
2020tcw,59130.125,16.3719,0.0502,False,r,AB,1
2020tcw,59130.164062,16.1102,0.0166,False,g,AB,1
2020tcw,59130.218142,16.3182,0.0154,False,orange,AB,1
2020tcw,59131.076345,16.0413,0.0447,False,g,AB,1
2020tcw,59139.913259,16.2956,0.0139,False,G,AB,1
2020tcw,59139.98728,16.2856,0.0139,False,G,AB,1
2020tcw,59185.64819,18.8956,0.0305,False,G,AB,1
2020tcw,59202.507812,19.6734,,True,g,AB,0
2020tcw,59202.550781,19.1615,0.1083,False,r,AB,1
2020tcw,59204.515625,19.0826,0.0683,False,r,AB,1
2020tcw,59204.53125,18.882,0.214,False,i,AB,1
2020tcw,59206.651358,19.5098,0.1559,False,cyan,AB,1
2020tcw,59212.895089,19.1356,0.0338,False,G,AB,1
2020tcw,59214.632626,18.9259,0.1591,False,orange,AB,1
2020tcw,59216.615088,19.1001,0.1613,False,orange,AB,1
2020tcw,59217.496093,19.2774,0.1056,False,r,AB,1
2020tcw,59217.550781,19.8155,,True,g,AB,0
2020tcw,59218.554687,18.9777,0.1206,False,i,AB,1
2020tcw,59219.492187,19.2366,0.1107,False,r,AB,1
2020tcw,59219.539062,19.7375,,True,g,AB,0
2020tcw,59221.515625,20.4199,,True,g,AB,0
2020tcw,59222.653664,19.0475,0.1477,False,orange,AB,1
2020tcw,59224.496093,19.1808,0.0829,False,r,AB,1
2020tcw,59224.511718,19.3831,0.0892,False,r,AB,1
2020tcw,59224.546875,20.1228,,True,g,AB,0
2020tcw,59224.546875,21.1294,0.3814,False,g,AB,1
2020tcw,59226.472656,18.989,0.1142,False,i,AB,1
2020tcw,59226.656512,19.5665,0.1656,False,cyan,AB,1
2020tcw,59227.476562,20.7027,0.1093,False,g,AB,1
2020tcw,59227.546875,19.3533,0.1014,False,r,AB,1
2020tcw,59228.658586,19.5877,0.1827,False,cyan,AB,1
2020tcw,59230.496093,20.7885,0.1235,False,g,AB,1
2020tcw,59230.515625,19.1766,0.1233,False,i,AB,1
2020tcw,59230.535156,19.2531,0.1024,False,r,AB,1
2020tcw,59230.647299,19.7346,0.1827,False,cyan,AB,1
2020tcw,59231.535156,19.2966,0.0959,False,r,AB,1
2020tcw,59231.554687,20.8713,0.1066,False,g,AB,1
2020tcw,59232.515625,19.322,0.107,False,r,AB,1
2020tcw,59232.53125,20.7877,,True,g,AB,0
2020tcw,59238.612827,19.6475,0.1488,False,cyan,AB,1
2020tcw,59242.63358,19.3656,0.0374,False,G,AB,1
2020tcw,59242.655913,19.0761,0.1804,False,orange,AB,1
2020tcw,59244.636685,19.4774,0.2607,False,orange,AB,1
2020tcw,59246.629521,19.1564,0.1664,False,orange,AB,1
2020tcw,59248.492187,20.3794,,True,g,AB,0
2020tcw,59248.527343,19.2085,0.0807,False,r,AB,1
2020tcw,59249.476562,18.9233,0.1319,False,i,AB,1
2020tcw,59250.488281,20.7706,0.1096,False,g,AB,1
2020tcw,59250.53125,19.1819,0.092,False,r,AB,1
2020tcw,59252.414062,19.0141,0.1643,False,i,AB,1
2020tcw,59252.515625,19.4766,0.3087,False,r,AB,1
2020tcw,59252.539062,20.2102,0.3178,False,g,AB,1
2020tcw,59252.652257,19.2104,0.1873,False,orange,AB,1
2020tcw,59254.641736,19.6831,0.1721,False,cyan,AB,1
2020tcw,59255.515625,18.9082,0.2419,False,i,AB,1
2020tcw,59256.453125,19.1775,0.0843,False,r,AB,1
2020tcw,59256.519531,20.2136,0.0992,False,g,AB,1
2020tcw,59256.572297,19.7641,0.1783,False,cyan,AB,1
2020tcw,59258.624129,19.6062,0.1524,False,cyan,AB,1
2020tcw,59262.54399,19.6052,0.1475,False,cyan,AB,1
2020tcw,59264.390625,19.3389,0.1244,False,i,AB,1
2020tcw,59264.492187,20.4096,0.0992,False,g,AB,1
2020tcw,59264.527343,19.3301,0.0895,False,r,AB,1
2020tcw,59266.390625,19.5203,0.1246,False,r,AB,1
2020tcw,59267.34375,19.1017,0.1123,False,i,AB,1
2020tcw,59268.511718,20.1983,0.1328,False,g,AB,1
2020tcw,59269.516905,19.4499,0.2358,False,orange,AB,1
2020tcw,59270.4375,20.2432,0.1934,False,g,AB,1
2020tcw,59270.472656,19.317,0.1405,False,i,AB,1
2020tcw,59270.484375,19.4532,0.1028,False,r,AB,1
2020tcw,59270.540888,19.376,0.2517,False,orange,AB,1
2020tcw,59272.429687,19.3851,,True,g,AB,0
2020tcw,59272.46875,19.5476,0.0446,False,r,AB,1
2020tcw,59274.402343,19.5509,0.2159,False,r,AB,1
2020tcw,59274.453125,19.658,,True,g,AB,0
2020tcw,59275.429687,19.6272,0.1503,False,r,AB,1
2020tcw,59275.457031,20.2576,,True,g,AB,0
2020tcw,59276.414062,19.5193,0.184,False,r,AB,1
2020tcw,59276.414062,19.8159,0.1223,False,r,AB,1
2020tcw,59276.453125,20.6806,0.1899,False,g,AB,1
2020tcw,59276.646828,19.6947,0.2749,False,orange,AB,1
2020tcw,59278.589551,18.9764,,True,orange,AB,0
2020tcw,59279.17203,19.8756,0.0471,False,G,AB,1
2020tcw,59280.414062,20.4691,0.2799,False,g,AB,1
2020tcw,59280.449218,19.6477,0.1039,False,r,AB,1
2020tcw,59288.56574,19.909,,True,cyan,AB,0
2020tcw,59290.457031,19.8968,0.2737,False,i,AB,1
2020tcw,59291.390625,19.9062,0.0994,False,r,AB,1
2020tcw,59291.496093,20.9234,0.3222,False,g,AB,1
2020tcw,59292.441368,20.4517,0.2384,False,cyan,AB,1
2020tcw,59292.457031,22.0639,0.2738,False,g,AB,1
2020tcw,59292.472656,19.9916,0.2398,False,r,AB,1
2020tcw,59294.561018,19.4956,,True,orange,AB,0
2020tcw,59295.324218,19.8939,,True,g,AB,0
2020tcw,59295.371093,20.0167,0.1366,False,i,AB,1
2020tcw,59295.410156,20.0644,0.1916,False,r,AB,1
2020tcw,59296.3505,19.7856,0.0452,False,G,AB,1
2020tcw,59297.347656,19.7073,,True,g,AB,0
2020tcw,59297.410156,20.2206,0.1,False,r,AB,1
2020tcw,59298.546376,19.5079,,True,orange,AB,0
2020tcw,59300.386718,19.5184,,True,g,AB,0
2020tcw,59300.386718,19.6173,,True,g,AB,0
2020tcw,59300.429687,19.7699,,True,r,AB,0
2020tcw,59300.429687,19.8603,0.1966,False,r,AB,1
2020tcw,59301.386718,19.7696,,True,r,AB,0
2020tcw,59301.472656,19.9524,,True,g,AB,0
2020tcw,59302.386718,19.9865,,True,g,AB,0
2020tcw,59302.394531,19.9232,,True,g,AB,0
2020tcw,59302.453125,20.2269,0.2168,False,r,AB,1
2020tcw,59302.453125,20.3314,0.1045,False,r,AB,1
2020tcw,59303.375,20.1547,,True,g,AB,0
2020tcw,59303.453125,19.8811,0.1097,False,r,AB,1
2020tcw,59303.488281,20.0109,0.4314,False,i,AB,1
2020tcw,59304.453125,19.4865,,True,r,AB,0
2020tcw,59304.498251,19.0709,,True,orange,AB,0
2020tcw,59305.410156,20.5367,,True,g,AB,0
2020tcw,59305.449218,20.3863,0.1311,False,r,AB,1
2020tcw,59306.347656,20.5684,,True,g,AB,0
2020tcw,59306.390625,20.4127,0.1691,False,i,AB,1
2020tcw,59306.445312,20.5025,0.1042,False,r,AB,1
2020tcw,59306.601103,19.6357,,True,orange,AB,0
2020tcw,59307.363281,20.6385,0.11,False,r,AB,1
2020tcw,59307.367187,20.3719,0.1566,False,r,AB,1
2020tcw,59307.386718,20.7101,,True,g,AB,0
2020tcw,59307.390625,20.82,,True,g,AB,0
2020tcw,59308.371093,21.0048,,True,g,AB,0
2020tcw,59308.449218,20.6527,0.2378,False,r,AB,1
2020tcw,59308.619112,19.309,,True,orange,AB,0
2020tcw,59309.367187,20.2899,,True,g,AB,0
2020tcw,59309.367187,20.1125,,True,g,AB,0
2020tcw,59309.410156,20.5367,0.2191,False,r,AB,1
2020tcw,59309.410156,20.5712,0.142,False,r,AB,1
2020tcw,59309.433593,20.2128,,True,i,AB,0
2020tcw,59310.390625,20.4249,,True,g,AB,0
2020tcw,59310.496203,20.1799,,True,cyan,AB,0
2020tcw,59311.371093,21.113,,True,g,AB,0
2020tcw,59311.46875,20.7138,0.1434,False,r,AB,1
2020tcw,59312.363281,20.3787,,True,i,AB,0
2020tcw,59313.425781,19.8028,,True,r,AB,0
2020tcw,59313.46875,20.3445,,True,g,AB,0
2020tcw,59314.498189,19.9847,,True,cyan,AB,0
2020tcw,59315.324218,21.0132,,True,g,AB,0
2020tcw,59317.472656,20.5462,,True,g,AB,0
2020tcw,59318.465674,19.946,,True,cyan,AB,0
2020tcw,59319.488281,19.4318,,True,i,AB,0
2020tcw,59320.460169,19.8226,,True,orange,AB,0
2020tcw,59320.476562,20.9333,,True,r,AB,0
2020tcw,59322.28125,20.8317,,True,r,AB,0
2020tcw,59322.347656,20.9802,,True,g,AB,0
2020tcw,59322.451078,20.2508,,True,cyan,AB,0
2020tcw,59323.457031,20.463,,True,i,AB,0
2020tcw,59324.28125,20.6673,,True,r,AB,0
2020tcw,59324.390625,21.0195,,True,g,AB,0
2020tcw,59324.447015,20.1542,,True,orange,AB,0
2020tcw,59326.399539,19.5821,,True,orange,AB,0
2020tcw,59327.427158,19.8163,,True,orange,AB,0
2020tcw,59328.300781,20.4307,,True,r,AB,0
2020tcw,59328.328125,20.086,,True,g,AB,0
2020tcw,59328.421098,19.8055,,True,orange,AB,0
2020tcw,59329.289062,20.3509,,True,r,AB,0
2020tcw,59329.339843,20.1473,,True,g,AB,0
2020tcw,59329.414062,20.0788,,True,i,AB,0
2020tcw,59329.533187,19.7906,,True,orange,AB,0
2020tcw,59332.53943,19.8189,,True,orange,AB,0
2020tcw,59334.222656,20.7917,,True,g,AB,0
2020tcw,59334.367187,20.4598,,True,r,AB,0
2020tcw,59334.397687,19.901,,True,orange,AB,0
2020tcw,59334.425781,20.2889,,True,i,AB,0
2020tcw,59336.289062,20.4366,,True,g,AB,0
2020tcw,59336.34375,20.9618,,True,r,AB,0
2020tcw,59338.351562,19.9292,,True,i,AB,0
2020tcw,59339.324218,20.9751,,True,r,AB,0
2020tcw,59339.371093,21.004,,True,g,AB,0
2020tcw,59341.261718,20.3063,,True,i,AB,0
2020tcw,59341.289062,21.3692,0.1532,False,r,AB,1
2020tcw,59341.324218,21.1574,,True,g,AB,0
2020tcw,59342.394195,19.9359,,True,orange,AB,0
2020tcw,59343.285156,20.9261,,True,g,AB,0
2020tcw,59343.328125,20.8961,,True,r,AB,0
2020tcw,59344.304687,21.118,,True,g,AB,0
2020tcw,59344.34375,20.3443,,True,i,AB,0
2020tcw,59344.386718,21.468,0.3608,False,r,AB,1
2020tcw,59344.402343,21.0068,,True,r,AB,0
2020tcw,59344.419113,20.5455,,True,cyan,AB,0
2020tcw,59345.332031,21.0436,,True,r,AB,0
2020tcw,59345.390625,20.8954,,True,g,AB,0
2020tcw,59346.482442,20.015,,True,orange,AB,0
2020tcw,59348.332031,20.9486,,True,r,AB,0
2020tcw,59348.363281,20.9692,,True,g,AB,0
2020tcw,59348.390625,21.1629,,True,g,AB,0
2020tcw,59348.402343,20.8421,,True,r,AB,0
2020tcw,59349.238281,20.7325,,True,g,AB,0
2020tcw,59349.3125,21.0363,,True,r,AB,0
2020tcw,59349.328125,20.9943,,True,r,AB,0
2020tcw,59349.339843,20.9054,,True,r,AB,0
2020tcw,59349.371093,21.099,,True,g,AB,0
2020tcw,59349.417968,21.1325,,True,g,AB,0
2020tcw,59350.418114,20.0012,,True,orange,AB,0
2020tcw,59352.195312,19.6657,,True,g,AB,0
2020tcw,59352.304687,21.0377,,True,r,AB,0
2020tcw,59353.277343,20.2617,,True,i,AB,0
2020tcw,59353.304687,20.4676,,True,r,AB,0
2020tcw,59353.328125,20.9137,,True,r,AB,0
2020tcw,59353.347656,20.841,,True,g,AB,0
2020tcw,59354.25,20.1126,,True,r,AB,0
2020tcw,59354.375,20.5241,,True,g,AB,0
2020tcw,59354.386718,20.257,,True,g,AB,0
2020tcw,59354.394531,20.1895,,True,g,AB,0
2020tcw,59354.395335,19.896,,True,orange,AB,0
2020tcw,59354.40625,20.3285,,True,r,AB,0
2020tcw,59354.414062,19.8774,,True,r,AB,0
2020tcw,59356.320312,20.3033,,True,i,AB,0
2020tcw,59356.394531,20.5261,,True,r,AB,0
2020tcw,59356.395494,19.9263,,True,orange,AB,0
2020tcw,59356.429687,20.47,,True,g,AB,0
2020tcw,59358.269531,20.1102,,True,g,AB,0
2020tcw,59358.304687,20.1708,,True,r,AB,0
2020tcw,59358.363281,20.2464,,True,r,AB,0
2020tcw,59358.425781,19.5975,,True,g,AB,0
2020tcw,59358.429687,19.6483,,True,g,AB,0
2020tcw,59358.454238,19.945,,True,orange,AB,0
2020tcw,59359.3125,19.8879,,True,g,AB,0
2020tcw,59359.3125,19.8489,,True,g,AB,0
2020tcw,59359.363281,19.8917,,True,i,AB,0
2020tcw,59359.414062,20.1553,,True,r,AB,0
2020tcw,59359.445312,19.7249,,True,g,AB,0
2020tcw,59360.446899,19.9537,,True,orange,AB,0
2020tcw,59361.308593,20.2363,,True,g,AB,0
2020tcw,59361.371093,20.3485,,True,r,AB,0
2020tcw,59362.3125,20.4528,,True,r,AB,0
2020tcw,59362.3125,20.5096,,True,r,AB,0
2020tcw,59362.367187,20.1478,,True,i,AB,0
2020tcw,59362.444861,19.9162,,True,orange,AB,0
2020tcw,59363.28125,20.522,,True,g,AB,0
2020tcw,59363.363281,20.6753,,True,r,AB,0
2020tcw,59364.43762,19.8698,,True,orange,AB,0
2020tcw,59365.300781,20.9969,,True,g,AB,0
2020tcw,59365.304687,20.7964,,True,g,AB,0
2020tcw,59365.34375,20.7993,,True,r,AB,0
2020tcw,59365.347656,20.6975,,True,r,AB,0
2020tcw,59365.367187,20.192,,True,i,AB,0
2020tcw,59367.285156,21.0829,,True,g,AB,0
2020tcw,59367.375,20.8301,,True,r,AB,0
2020tcw,59368.324218,20.2901,,True,i,AB,0
2020tcw,59368.446169,19.9092,,True,orange,AB,0
2020tcw,59369.324218,20.8665,,True,r,AB,0
2020tcw,59369.359375,20.8224,,True,g,AB,0
2020tcw,59370.392597,20.3816,,True,cyan,AB,0
2020tcw,59371.304687,20.349,,True,i,AB,0
2020tcw,59371.332031,21.4062,0.1212,False,r,AB,1
2020tcw,59371.371093,20.7495,,True,g,AB,0
2020tcw,59372.461554,19.7511,,True,orange,AB,0
2020tcw,59374.392858,20.6011,,True,cyan,AB,0
2020tcw,59375.203125,20.3231,,True,i,AB,0
2020tcw,59376.300781,20.8675,,True,r,AB,0
2020tcw,59376.347656,21.0686,,True,g,AB,0
2020tcw,59376.467411,19.8754,,True,orange,AB,0
2020tcw,59378.222656,20.8603,,True,g,AB,0
2020tcw,59378.265625,21.0181,,True,r,AB,0
2020tcw,59378.285156,20.5437,,True,i,AB,0
2020tcw,59378.378454,20.0973,,True,cyan,AB,0
2020tcw,59380.351562,20.4037,,True,r,AB,0
2020tcw,59381.339843,20.2151,,True,i,AB,0
2020tcw,59382.304687,20.703,,True,g,AB,0
2020tcw,59382.324218,20.6605,,True,r,AB,0
2020tcw,59382.349567,20.0572,,True,orange,AB,0
2020tcw,59384.28125,19.84,,True,i,AB,0
2020tcw,59384.328125,20.5093,,True,r,AB,0
2020tcw,59384.36565,19.7848,,True,orange,AB,0
2020tcw,59386.21875,19.8834,,True,r,AB,0
2020tcw,59386.296875,20.1619,,True,g,AB,0
2020tcw,59386.440348,20.2085,,True,orange,AB,0
2020tcw,59387.261718,19.8989,,True,i,AB,0
2020tcw,59388.380307,19.8457,,True,orange,AB,0
2020tcw,59390.238281,20.0646,,True,g,AB,0
2020tcw,59390.296875,20.3912,,True,r,AB,0
2020tcw,59390.353863,19.581,,True,orange,AB,0
2020tcw,59391.339843,20.0417,,True,i,AB,0
2020tcw,59392.226562,20.7131,,True,g,AB,0
2020tcw,59392.342056,19.8417,,True,orange,AB,0
2020tcw,59392.351562,20.2551,,True,r,AB,0
2020tcw,59394.21875,20.7229,,True,g,AB,0
2020tcw,59394.261718,20.2218,,True,i,AB,0
2020tcw,59394.289062,20.5583,,True,r,AB,0
2020tcw,59394.342597,19.6511,,True,orange,AB,0
2020tcw,59395.277343,20.0455,,True,g,AB,0
2020tcw,59396.289062,20.4072,,True,g,AB,0
2020tcw,59396.328125,20.6341,,True,r,AB,0
2020tcw,59397.328125,20.9155,0.1704,False,i,AB,1
2020tcw,59398.341153,20.1143,,True,orange,AB,0
2020tcw,59399.222656,20.7178,,True,r,AB,0
2020tcw,59399.261718,20.8457,,True,g,AB,0
2020tcw,59400.242187,20.1701,,True,i,AB,0
2020tcw,59401.253906,20.0764,,True,g,AB,0
2020tcw,59401.289062,20.6627,,True,r,AB,0
2020tcw,59402.354044,20.4169,,True,orange,AB,0
2020tcw,59403.214843,21.0876,,True,r,AB,0
2020tcw,59403.261718,20.9969,,True,g,AB,0
2020tcw,59404.195312,20.3254,,True,i,AB,0
2020tcw,59404.332222,20.5442,,True,cyan,AB,0
2020tcw,59405.203125,20.8754,,True,r,AB,0
2020tcw,59405.21875,20.7672,,True,g,AB,0
2020tcw,59406.327191,20.3893,,True,orange,AB,0
2020tcw,59407.203125,20.8515,,True,r,AB,0
2020tcw,59407.21875,20.4789,,True,i,AB,0
2020tcw,59407.265625,20.638,,True,g,AB,0
2020tcw,59408.195312,20.5832,,True,g,AB,0
2020tcw,59408.234375,20.6283,,True,r,AB,0
2020tcw,59408.324378,20.4113,,True,cyan,AB,0
2020tcw,59409.199218,20.6737,,True,r,AB,0
2020tcw,59409.242187,20.5815,,True,g,AB,0
2020tcw,59410.199218,20.6189,,True,g,AB,0
2020tcw,59410.234375,20.6316,,True,r,AB,0
2020tcw,59410.314715,19.8975,,True,orange,AB,0
2020tcw,59410.332031,20.0429,,True,i,AB,0
2020tcw,59411.199218,20.4979,,True,g,AB,0
2020tcw,59411.222656,20.4724,,True,r,AB,0
2020tcw,59412.307689,20.272,,True,orange,AB,0
2020tcw,59414.238281,20.1522,,True,g,AB,0
2020tcw,59414.313897,20.0151,,True,orange,AB,0
2020tcw,59415.199218,20.604,,True,r,AB,0
2020tcw,59415.226562,20.0053,,True,i,AB,0
2020tcw,59415.273437,20.136,,True,g,AB,0
2020tcw,59416.307635,19.2179,,True,orange,AB,0
2020tcw,59418.329898,19.8353,,True,orange,AB,0
2020tcw,59419.1875,19.8059,,True,g,AB,0
2020tcw,59420.295602,19.9518,,True,orange,AB,0
2020tcw,59422.309178,19.9652,,True,orange,AB,0
2020tcw,59422.320312,20.0055,,True,i,AB,0
2020tcw,59423.226562,20.65,,True,g,AB,0
2020tcw,59424.214843,20.7221,,True,r,AB,0
2020tcw,59424.214843,21.0329,,True,r,AB,0
2020tcw,59424.242187,20.7439,,True,g,AB,0
2020tcw,59424.246093,20.2823,,True,g,AB,0
2020tcw,59424.28304,20.1038,,True,orange,AB,0
2020tcw,59425.207031,20.8802,,True,r,AB,0
2020tcw,59425.207031,20.6038,,True,r,AB,0
2020tcw,59425.242187,20.6998,,True,g,AB,0
2020tcw,59425.246093,20.6957,,True,g,AB,0
2020tcw,59426.246093,20.6854,,True,r,AB,0
2020tcw,59426.246093,20.6281,,True,r,AB,0
2020tcw,59426.287774,20.3055,,True,cyan,AB,0
2020tcw,59427.195312,20.8654,,True,r,AB,0
2020tcw,59427.199218,20.887,,True,r,AB,0
2020tcw,59427.261718,20.7511,,True,g,AB,0
2020tcw,59427.261718,20.8239,,True,g,AB,0
2020tcw,59428.199218,20.6629,,True,r,AB,0
2020tcw,59428.207031,20.8243,,True,r,AB,0
2020tcw,59428.234375,20.8293,,True,g,AB,0
2020tcw,59428.238281,20.649,,True,g,AB,0
2020tcw,59428.359859,19.9829,,True,orange,AB,0
2020tcw,59429.277343,20.3012,,True,g,AB,0
2020tcw,59429.28125,20.4412,,True,g,AB,0
2020tcw,59430.183593,20.2582,,True,i,AB,0
2020tcw,59430.195312,20.7561,,True,g,AB,0
2020tcw,59430.199218,20.8357,,True,g,AB,0
2020tcw,59430.246093,20.4813,,True,r,AB,0
2020tcw,59430.246093,20.751,,True,r,AB,0
2020tcw,59430.295832,20.4629,,True,cyan,AB,0
2020tcw,59432.300009,20.0387,,True,orange,AB,0
2020tcw,59434.179687,20.9527,,True,r,AB,0
2020tcw,59434.1875,20.9226,,True,r,AB,0
2020tcw,59434.226562,20.7632,,True,g,AB,0
2020tcw,59434.226562,20.8276,,True,g,AB,0
2020tcw,59434.284314,20.5929,,True,cyan,AB,0
2020tcw,59436.203125,20.7686,,True,r,AB,0
2020tcw,59436.265625,20.4153,,True,g,AB,0
2020tcw,59436.296833,20.0448,,True,orange,AB,0
2020tcw,59438.1875,20.744,,True,r,AB,0
2020tcw,59439.183593,20.2202,,True,g,AB,0
2020tcw,59439.207031,20.2723,,True,r,AB,0
2020tcw,59440.203125,20.0296,,True,g,AB,0
2020tcw,59440.226562,20.1279,,True,r,AB,0
2020tcw,59440.256621,20.0384,,True,orange,AB,0
2020tcw,59441.195312,20.4198,,True,r,AB,0
2020tcw,59441.203125,20.398,,True,r,AB,0
2020tcw,59441.21875,20.3877,,True,g,AB,0
2020tcw,59441.222656,20.1342,,True,g,AB,0
2020tcw,59443.246093,19.7989,,True,r,AB,0
2020tcw,59443.246093,19.8204,,True,r,AB,0
2020tcw,59444.295623,19.9926,,True,orange,AB,0
2020tcw,59446.252646,19.8073,,True,orange,AB,0
2020tcw,59447.1875,19.4737,,True,g,AB,0
2020tcw,59447.21875,19.8821,,True,r,AB,0
2020tcw,59447.21875,20.0317,,True,r,AB,0
2020tcw,59448.183593,19.9713,,True,g,AB,0
2020tcw,59448.226562,19.9846,,True,r,AB,0
2020tcw,59448.250419,19.5011,,True,orange,AB,0
2020tcw,59449.171875,20.3704,,True,r,AB,0
2020tcw,59449.195312,19.9417,,True,g,AB,0
2020tcw,59450.199218,19.6049,,True,g,AB,0
2020tcw,59450.203125,19.7365,,True,g,AB,0
2020tcw,59451.175781,20.5657,,True,r,AB,0
2020tcw,59451.214843,19.7394,,True,g,AB,0
2020tcw,59452.262194,19.9015,,True,orange,AB,0
2020tcw,59453.175781,20.7963,,True,g,AB,0
2020tcw,59453.257812,20.2819,,True,r,AB,0
2020tcw,59454.167968,20.2739,,True,i,AB,0
2020tcw,59454.199218,20.5515,,True,g,AB,0
2020tcw,59454.199218,20.6166,,True,g,AB,0
2020tcw,59454.254458,19.9687,,True,orange,AB,0
2020tcw,59454.265625,20.1167,,True,r,AB,0
2020tcw,59454.269531,20.263,,True,r,AB,0
2020tcw,59455.199218,20.6709,,True,g,AB,0
2020tcw,59456.245665,20.1751,,True,cyan,AB,0
2020tcw,59457.226562,20.0818,,True,g,AB,0
2020tcw,59458.258737,19.9798,,True,orange,AB,0
2020tcw,59459.164062,20.0445,,True,i,AB,0
2020tcw,59459.183593,20.7188,,True,g,AB,0
2020tcw,59459.191406,20.6701,,True,r,AB,0
2020tcw,59460.203125,19.9937,,True,r,AB,0
2020tcw,59461.195312,19.9877,,True,g,AB,0
2020tcw,59462.164062,20.24,,True,i,AB,0
2020tcw,59462.175781,20.4836,,True,g,AB,0
2020tcw,59462.222656,20.3363,,True,r,AB,0
2020tcw,59462.234999,19.9014,,True,orange,AB,0
2020tcw,59464.222656,20.3183,,True,r,AB,0
2020tcw,59466.15625,20.7401,,True,r,AB,0
2020tcw,59466.222656,20.0997,,True,g,AB,0
2020tcw,59468.15625,20.5802,,True,g,AB,0
2020tcw,59468.238281,20.1104,,True,r,AB,0
2020tcw,59468.247109,20.073,,True,cyan,AB,0
2020tcw,59470.15625,20.5732,,True,r,AB,0
2020tcw,59470.203125,20.2737,,True,g,AB,0
2020tcw,59473.15625,20.4714,,True,r,AB,0
2020tcw,59473.179687,20.1747,,True,g,AB,0
2020tcw,59476.160156,19.6921,,True,g,AB,0
2020tcw,59478.164062,19.2813,,True,g,AB,0
2020tcw,59478.195312,19.5907,,True,r,AB,0
2020tcw,59480.160156,19.9123,,True,g,AB,0
2020tcw,59480.199218,19.8734,,True,r,AB,0
2020tcw,59486.231232,19.8104,,True,orange,AB,0
2020tcw,59487.183593,19.5509,,True,g,AB,0
2020tcw,59489.179687,19.985,,True,r,AB,0
2020tcw,59491.136718,20.334,,True,g,AB,0
2020tcw,59491.183593,19.6921,,True,r,AB,0
2020tcw,59492.222964,19.9687,,True,orange,AB,0
2020uew,59049.60809,20.0447,,True,cyan,AB,0
2020uew,59055.609027,19.7135,,True,orange,AB,0
2020uew,59059.609862,19.8772,,True,orange,AB,0
2020uew,59061.612008,19.8618,,True,orange,AB,0
2020uew,59063.582609,19.6362,,True,orange,AB,0
2020uew,59069.617396,19.4846,,True,orange,AB,0
2020uew,59071.616735,19.8053,,True,orange,AB,0
2020uew,59073.616054,19.8844,,True,orange,AB,0
2020uew,59075.046,21.4657,,True,G,AB,0
2020uew,59075.613517,19.7135,,True,orange,AB,0
2020uew,59077.598829,20.7343,,True,cyan,AB,0
2020uew,59083.567146,19.7945,,True,orange,AB,0
2020uew,59091.556283,19.5579,,True,orange,AB,0
2020uew,59093.557776,19.4293,,True,orange,AB,0
2020uew,59095.530876,19.5787,,True,orange,AB,0
2020uew,59097.575441,19.4409,,True,orange,AB,0
2020uew,59099.531613,19.83,,True,orange,AB,0
2020uew,59101.576778,19.9109,,True,orange,AB,0
2020uew,59103.560271,19.6999,,True,orange,AB,0
2020uew,59105.56607,19.5624,,True,orange,AB,0
2020uew,59107.551517,19.6695,,True,orange,AB,0
2020uew,59109.564827,19.7887,0.2,False,cyan,AB,1
2020uew,59113.549485,19.1383,0.1187,False,cyan,AB,1
