object_id,mjd,mag,mag_err,UL,filter,System,detected
2018ffs,58391.273437,18.3499,0.0556,False,i,AB,1
2018ffs,58391.378762,18.3656,0.1013,False,orange,AB,1
2018ffs,58393.367525,18.243,0.0622,False,orange,AB,1
2018ffs,58395.402001,19.2629,,True,cyan,AB,0
2018ffs,58397.364386,18.5925,0.1084,False,orange,AB,1
2018ffs,58400.144606,19.0723,0.1154,False,g,AB,1
2018ffs,58400.185405,18.5851,0.09,False,r,AB,1
2018ffs,58401.230468,19.1281,0.0543,False,g,AB,1
2018ffs,58401.234375,18.6106,0.0462,False,r,AB,1
2018ffs,58401.238281,18.4997,0.0463,False,i,AB,1
2018ffs,58401.273437,19.1712,0.0538,False,g,AB,1
2018ffs,58401.277343,18.6264,0.0508,False,r,AB,1
2018ffs,58401.28125,18.4811,0.042,False,i,AB,1
2018ffs,58402.203125,19.198,0.054,False,g,AB,1
2018ffs,58402.207031,18.6699,0.0902,False,r,AB,1
2018ffs,58402.210937,18.5856,0.1114,False,r,AB,1
2018ffs,58403.380811,20.0237,,True,cyan,AB,0
2018ffs,58406.257812,19.4018,0.0529,False,g,AB,1
2018ffs,58406.261718,18.7845,0.0575,False,r,AB,1
2018ffs,58406.265625,18.6098,0.0553,False,i,AB,1
2018ffs,58407.33721,18.6553,0.14,False,orange,AB,1
2018ffs,58409.334149,18.8768,0.1654,False,orange,AB,1
2018ffs,58411.257812,19.609,0.0722,False,g,AB,1
2018ffs,58411.261718,18.9631,0.0712,False,r,AB,1
2018ffs,58411.265625,18.6696,0.0599,False,i,AB,1
2018ffs,58413.317784,18.8014,0.1411,False,orange,AB,1
2018ffs,58415.253906,19.8692,0.0946,False,g,AB,1
2018ffs,58415.257812,19.1658,0.0811,False,r,AB,1
2018ffs,58415.261718,18.8984,0.0544,False,i,AB,1
2018ffs,58417.234375,20.283,0.2463,False,g,AB,1
2018ffs,58417.238281,19.1999,0.0993,False,r,AB,1
2018ffs,58417.242187,18.8912,0.0768,False,i,AB,1
2018ffs,58417.26538,18.8683,0.1534,False,orange,AB,1
2018ffs,58418.234375,19.522,,True,g,AB,0
2018ffs,58418.238281,19.2045,0.0838,False,r,AB,1
2018ffs,58418.242187,18.7519,0.0665,False,i,AB,1
2018ffs,58423.122731,19.3849,0.1672,False,r,AB,1
2018ffs,58423.298486,19.3113,0.2033,False,orange,AB,1
2018ffs,58427.318609,20.1547,0.3496,False,cyan,AB,1
2018ffs,58431.315207,20.12,0.3198,False,cyan,AB,1
2018ffs,58433.225177,18.8111,,True,orange,AB,0
2018ffs,58435.302761,19.5512,,True,cyan,AB,0
2018ffs,58443.125,20.8548,0.2455,False,g,AB,1
2018ffs,58443.128906,19.9222,0.0911,False,r,AB,1
2018ffs,58443.132812,19.61,0.0953,False,i,AB,1
2018ffs,58444.109375,19.9806,,True,g,AB,0
2018ffs,58444.113281,20.0254,0.0535,False,r,AB,1
2018ffs,58444.117187,19.5587,0.1203,False,i,AB,1
2018ffs,58447.109375,21.3726,0.1808,False,g,AB,1
2018ffs,58447.113281,20.0389,0.0698,False,r,AB,1
2018ffs,58447.117187,19.8954,0.0778,False,i,AB,1
2018ffs,58448.152343,20.6865,0.1814,False,g,AB,1
2018ffs,58448.15625,20.0577,0.0745,False,r,AB,1
2018ffs,58448.160156,19.9024,0.054,False,i,AB,1
2018ffs,58449.121093,20.82,,True,g,AB,0
2018ffs,58449.125,20.296,0.1056,False,r,AB,1
2018ffs,58449.128906,19.8886,0.1009,False,i,AB,1
2018ffs,58449.199808,19.0215,,True,orange,AB,0
2018ffs,58450.109375,21.104,0.1092,False,g,AB,1
2018ffs,58450.113281,20.3501,0.0573,False,r,AB,1
2018ffs,58450.117187,19.9494,0.0641,False,i,AB,1
2018ffs,58451.201432,19.9712,0.3133,False,orange,AB,1
2018ffs,58455.250461,19.8818,,True,cyan,AB,0
2018ffs,58457.058593,20.8773,0.1987,False,g,AB,1
2018ffs,58457.0625,20.2955,0.1115,False,r,AB,1
2018ffs,58457.066406,19.6663,0.1025,False,i,AB,1
2018ffs,58457.066406,19.7589,0.1177,False,i,AB,1
2018ffs,58459.250213,19.9754,,True,cyan,AB,0
2018ffs,58460.058593,20.5599,,True,g,AB,0
2018ffs,58460.0625,19.8854,0.096,False,i,AB,1
2018ffs,58460.0625,20.7889,0.1925,False,r,AB,1
2018ffs,58460.216388,19.412,,True,cyan,AB,0
2018ffs,58461.0625,21.0257,,True,g,AB,0
2018ffs,58461.066406,20.3871,0.1095,False,r,AB,1
2018ffs,58461.070312,20.1126,0.0985,False,i,AB,1
2018ffs,58461.225735,19.3925,,True,orange,AB,0
2018ffs,58462.058593,21.2486,0.2985,False,g,AB,1
2018ffs,58462.0625,20.2783,,True,r,AB,0
2018ffs,58462.066406,19.61,0.1033,False,i,AB,1
2018ffs,58465.058593,20.1969,,True,g,AB,0
2018ffs,58465.0625,20.5557,0.1743,False,r,AB,1
2018ffs,58465.066406,20.0847,0.1187,False,i,AB,1
2018ffs,58465.247706,19.1406,,True,orange,AB,0
2018ffs,58466.0625,20.4327,,True,g,AB,0
2018ffs,58466.066406,20.4587,0.1306,False,r,AB,1
2018ffs,58466.070312,20.3913,,True,i,AB,0
2018ffs,58467.239376,19.1756,,True,orange,AB,0
2018ffs,58471.058593,20.1478,,True,g,AB,0
2018ffs,58471.0625,20.8941,0.2529,False,r,AB,1
2018ffs,58471.066406,20.2718,0.1282,False,i,AB,1
2018ffs,58476.0625,19.7355,,True,g,AB,0
2018ffs,58476.066406,20.3989,,True,r,AB,0
2018ffs,58476.070312,19.5993,,True,r,AB,0
2018ffs,58477.0625,20.7436,,True,g,AB,0
2018ffs,58477.066406,21.1904,0.1336,False,r,AB,1
2018ffs,58477.070312,20.332,0.1588,False,i,AB,1
2018ffs,58481.0625,19.5841,,True,g,AB,0
2018ffs,58481.066406,20.8332,0.3401,False,r,AB,1
2018ffs,58481.070312,20.3825,0.2246,False,i,AB,1
2018ffs,58485.222503,18.947,,True,orange,AB,0
2018ffs,58565.507812,19.3179,,True,g,AB,0
2018ffs,58565.511718,20.3073,,True,r,AB,0
2018ffs,58565.515625,19.6052,,True,i,AB,0
2018ffs,58569.507812,20.1581,,True,g,AB,0
2018ffs,58569.511718,20.0185,,True,r,AB,0
2018ffs,58569.515625,19.8066,,True,i,AB,0
2018ffs,58613.609875,19.7672,,True,orange,AB,0
2018ffs,58615.615423,19.4935,,True,orange,AB,0
2018ffs,58617.604884,19.9,,True,orange,AB,0
2018ffs,58619.611145,19.8854,,True,orange,AB,0
2018ffs,58627.5978,19.4546,,True,orange,AB,0
2018ffs,58629.531765,19.5684,,True,orange,AB,0
2018ffs,58631.566376,19.6155,,True,orange,AB,0
2018ffs,58633.539803,19.8096,,True,orange,AB,0
2018ffs,58635.569311,20.2997,,True,cyan,AB,0
2018ffs,58637.569005,19.4708,,True,orange,AB,0
2018ffs,58639.576984,19.6408,,True,cyan,AB,0
2018ffs,58641.527382,19.9187,,True,orange,AB,0
2018ffs,58643.545531,19.9019,,True,orange,AB,0
2018ffs,58645.534662,19.9685,,True,orange,AB,0
2018ffs,58647.542397,19.3723,,True,orange,AB,0
2018ffs,58649.561369,19.3519,,True,orange,AB,0
2018ffs,58653.525901,19.0712,,True,orange,AB,0
2018ffs,58659.537642,19.4995,,True,orange,AB,0
2018ffs,58663.537725,20.1426,,True,cyan,AB,0
2018ffs,58667.528246,20.3119,,True,cyan,AB,0
2018gbw,58297.29,20.48,,True,r,AB,0
2018gbw,58300.32,21.22,,True,r,AB,0
2018gbw,58303.3,21.42,,True,r,AB,0
2018gbw,58306.19,21.23,,True,r,AB,0
2018gbw,58311.19,20.76,0.15,False,r,AB,1
2018gbw,58324.17,19.48,0.11,False,r,AB,1
2018gbw,58327.27,19.23,0.13,False,r,AB,1
2018gbw,58330.3,19.25,0.1,False,r,AB,1
2018gbw,58333.16,19.09,0.06,False,r,AB,1
2018gbw,58336.21,19.0,0.03,False,r,AB,1
2018gbw,58340.18,18.93,0.04,False,r,AB,1
2018gbw,58343.16,18.94,0.04,False,r,AB,1
2018gbw,58346.16,18.72,0.03,False,g,AB,1
2018gbw,58346.18,18.85,0.04,False,r,AB,1
2018gbw,58349.16,18.78,0.05,False,g,AB,1
2018gbw,58352.15,18.79,0.06,False,g,AB,1
2018gbw,58352.23,18.92,0.07,False,r,AB,1
2018gbw,58356.21,18.89,0.07,False,r,AB,1
2018gbw,58359.24,18.85,0.13,False,r,AB,1
2018gbw,58362.15,19.08,0.04,False,r,AB,1
2018gbw,58362.19,18.97,0.06,False,g,AB,1
2018gbw,58365.22,19.2,0.06,False,g,AB,1
2018gbw,58369.13,19.27,0.07,False,r,AB,1
2018gbw,58369.23,19.5,0.09,False,g,AB,1
2018gbw,58373.13,19.66,0.11,False,r,AB,1
2018gbw,58373.2,19.89,0.14,False,g,AB,1
2018gbw,58387.18,19.8,,True,g,AB,0
2018gbw,58387.88,20.16,,True,u,AB,0
2018gbw,58387.88,20.65,,True,g,AB,0
2018gbw,58387.89,19.69,0.14,False,r,AB,1
2018gbw,58387.89,19.78,0.16,False,i,AB,1
2018gft,58305.44,20.7,,True,r,AB,0
2018gft,58305.46,20.87,,True,g,AB,0
2018gft,58324.561526,19.448,,True,orange,AB,0
2018gft,58325.482916,19.6065,,True,orange,AB,0
2018gft,58333.626312,18.8389,,True,cyan,AB,0
2018gft,58336.608377,19.9533,,True,orange,AB,0
2018gft,58338.61207,20.3839,0.3391,False,cyan,AB,1
2018gft,58342.605413,20.338,0.2787,False,cyan,AB,1
2018gft,58348.564481,19.8214,,True,orange,AB,0
2018gft,58351.42,21.86,,True,g,AB,0
2018gft,58351.43,22.02,,True,g,AB,0
2018gft,58351.552357,19.6988,,True,orange,AB,0
2018gft,58354.33,20.81,,True,r,AB,0
2018gft,58354.35,20.78,,True,r,AB,0
2018gft,58354.41,20.85,,True,r,AB,0
2018gft,58356.38,20.27,,True,r,AB,0
2018gft,58360.35,20.44,,True,r,AB,0
2018gft,58360.35,20.49,,True,r,AB,0
2018gft,58360.4,19.58,0.19,False,g,AB,1
2018gft,58360.4,19.82,0.22,False,g,AB,1
2018gft,58361.35,20.2,0.17,False,r,AB,1
2018gft,58361.43,19.79,0.17,False,g,AB,1
2018gft,58362.38,20.09,0.13,False,r,AB,1
2018gft,58362.46,19.67,0.14,False,g,AB,1
2018gft,58362.55772,19.586,0.2374,False,orange,AB,1
2018gft,58363.34,19.72,0.11,False,g,AB,1
2018gft,58363.42,19.7,0.11,False,r,AB,1
2018gft,58363.42,19.91,0.12,False,r,AB,1
2018gft,58364.33,19.73,0.09,False,r,AB,1
2018gft,58364.4,19.58,0.09,False,g,AB,1
2018gft,58364.541687,19.5858,0.2779,False,orange,AB,1
2018gft,58365.38,19.65,0.07,False,r,AB,1
2018gft,58366.34,19.7,0.07,False,r,AB,1
2018gft,58366.35,19.61,0.06,False,r,AB,1
2018gft,58366.4,19.36,0.05,False,g,AB,1
2018gft,58367.34,19.45,0.06,False,r,AB,1
2018gft,58368.35,19.43,0.06,False,r,AB,1
2018gft,58368.38,19.27,0.04,False,g,AB,1
2018gft,58369.33,19.11,0.04,False,g,AB,1
2018gft,58369.33,19.25,0.05,False,g,AB,1
2018gft,58369.38,19.21,0.05,False,r,AB,1
2018gft,58369.38,19.39,0.05,False,r,AB,1
2018gft,58370.37,19.13,0.04,False,g,AB,1
2018gft,58370.4,19.27,0.05,False,r,AB,1
2018gft,58370.513993,19.0593,0.15,False,orange,AB,1
2018gft,58370.530091,19.088,0.1449,False,orange,AB,1
2018gft,58371.34,18.98,0.05,False,r,AB,1
2018gft,58371.36,19.02,0.04,False,g,AB,1
2018gft,58371.4,19.17,0.04,False,r,AB,1
2018gft,58372.37,19.1,0.04,False,r,AB,1
2018gft,58372.37,19.13,0.04,False,r,AB,1
2018gft,58372.4,18.92,0.04,False,g,AB,1
2018gft,58372.4,18.97,0.04,False,g,AB,1
2018gft,58372.520944,19.0299,0.1658,False,orange,AB,1
2018gft,58373.31,19.17,0.06,False,r,AB,1
2018gft,58374.27,18.81,0.04,False,g,AB,1
2018gft,58374.34,18.91,0.04,False,r,AB,1
2018gft,58375.34,18.94,0.04,False,r,AB,1
2018gft,58376.31,18.7,0.03,False,g,AB,1
2018gft,58376.34,18.84,0.03,False,r,AB,1
2018gft,58376.496723,18.7455,0.1207,False,orange,AB,1
2018gft,58377.31,18.85,0.04,False,r,AB,1
2018gft,58377.34,18.62,0.03,False,g,AB,1
2018gft,58377.500739,18.8176,0.1123,False,orange,AB,1
2018gft,58378.34,18.55,0.03,False,g,AB,1
2018gft,58378.34,18.57,0.03,False,g,AB,1
2018gft,58378.38,18.71,0.03,False,r,AB,1
2018gft,58378.38,18.74,0.03,False,r,AB,1
2018gft,58378.496366,18.7106,0.1017,False,orange,AB,1
2018gft,58379.489568,18.696,0.1767,False,orange,AB,1
2018gft,58380.36,18.5,0.03,False,g,AB,1
2018gft,58380.497318,18.7075,0.1352,False,orange,AB,1
2018gft,58381.470512,18.5858,0.0948,False,orange,AB,1
2018gft,58382.25,18.34,0.05,False,g,AB,1
2018gft,58382.25,18.41,0.05,False,g,AB,1
2018gft,58382.31,18.58,0.05,False,r,AB,1
2018gft,58382.32,18.62,0.05,False,r,AB,1
2018gft,58382.475464,18.5971,0.1075,False,orange,AB,1
2018gft,58382.90625,18.2123,0.1131,False,g,AB,1
2018gft,58382.910156,18.1584,0.0737,False,g,AB,1
2018gft,58382.914062,18.3806,0.1001,False,r,AB,1
2018gft,58382.917968,18.7237,0.131,False,r,AB,1
2018gft,58382.917968,18.8261,0.1723,False,i,AB,1
2018gft,58382.921875,18.6576,0.1559,False,i,AB,1
2018gft,58382.98,18.25,0.09,False,g,AB,1
2018gft,58382.98,18.6,0.15,False,i,AB,1
2018gft,58383.27,18.38,0.07,False,g,AB,1
2018gft,58383.33,18.52,0.05,False,r,AB,1
2018gft,58383.38063,18.7617,0.2211,False,orange,AB,1
2018gft,58383.859375,18.1515,0.0989,False,g,AB,1
2018gft,58383.863281,18.0782,0.1016,False,g,AB,1
2018gft,58383.867187,18.4039,0.1263,False,r,AB,1
2018gft,58383.871093,18.3853,0.0793,False,r,AB,1
2018gft,58383.871093,18.7281,0.1634,False,i,AB,1
2018gft,58383.875,18.7818,0.135,False,i,AB,1
2018gft,58384.3,18.26,0.08,False,g,AB,1
2018gft,58387.27,18.29,0.07,False,g,AB,1
2018gft,58387.27,18.32,0.07,False,g,AB,1
2018gft,58387.8125,18.0513,0.1119,False,g,AB,1
2018gft,58387.816406,18.0241,0.0772,False,g,AB,1
2018gft,58387.816406,18.5859,0.1856,False,r,AB,1
2018gft,58387.82,19.21,0.12,False,UVW1,AB,1
2018gft,58387.820312,18.2743,0.184,False,r,AB,1
2018gft,58387.824218,18.3349,0.1645,False,i,AB,1
2018gft,58387.828125,18.3901,0.2296,False,i,AB,1
2018gft,58387.83,18.05,0.14,False,B,AB,1
2018gft,58387.83,18.37,0.12,False,U,AB,1
2018gft,58387.83,20.61,0.21,False,UVW2,AB,1
2018gft,58387.92,18.1,0.09,False,g,AB,1
2018gft,58387.92,18.53,0.12,False,i,AB,1
2018gft,58388.27,18.4,0.07,False,r,AB,1
2018gft,58388.33,18.18,0.05,False,g,AB,1
2018gft,58388.671875,18.0742,0.0579,False,g,AB,1
2018gft,58388.675781,18.0465,0.0481,False,g,AB,1
2018gft,58388.679687,18.2785,0.0541,False,r,AB,1
2018gft,58388.683593,18.2864,0.0556,False,r,AB,1
2018gft,58388.6875,18.5379,0.0741,False,i,AB,1
2018gft,58388.6875,18.553,0.0872,False,i,AB,1
2018gft,58389.29,18.36,0.04,False,r,AB,1
2018gft,58389.34,18.16,0.04,False,g,AB,1
2018gft,58389.867187,17.9604,0.0694,False,g,AB,1
2018gft,58389.871093,17.9295,0.0736,False,g,AB,1
2018gft,58389.875,18.2494,0.0867,False,r,AB,1
2018gft,58389.878906,18.2892,0.108,False,r,AB,1
2018gft,58389.882812,18.4259,0.1116,False,i,AB,1
2018gft,58389.882812,18.5199,0.1099,False,i,AB,1
2018gft,58390.27,18.3,0.03,False,r,AB,1
2018gft,58390.27,18.39,0.03,False,r,AB,1
2018gft,58390.31,18.19,0.04,False,g,AB,1
2018gft,58390.32,18.19,0.03,False,g,AB,1
2018gft,58390.475377,18.303,0.0775,False,orange,AB,1
2018gft,58390.871093,17.9569,0.0491,False,g,AB,1
2018gft,58390.875,17.9538,0.051,False,g,AB,1
2018gft,58390.878906,18.2824,0.0448,False,r,AB,1
2018gft,58390.882812,18.2438,0.0449,False,r,AB,1
2018gft,58390.886718,18.505,0.0572,False,i,AB,1
2018gft,58390.886718,18.5443,0.0716,False,i,AB,1
2018gft,58391.78125,17.9693,0.041,False,g,AB,1
2018gft,58391.789062,17.9289,0.0443,False,g,AB,1
2018gft,58391.789062,18.2423,0.055,False,r,AB,1
2018gft,58391.792968,18.2192,0.0632,False,r,AB,1
2018gft,58391.796875,18.3731,0.0512,False,i,AB,1
2018gft,58391.800781,18.4458,0.0592,False,i,AB,1
2018gft,58392.4789,18.3017,0.086,False,orange,AB,1
2018gft,58392.73,18.1,0.15,False,B,AB,1
2018gft,58392.73,18.15,0.1,False,U,AB,1
2018gft,58392.73,19.41,0.13,False,UVW1,AB,1
2018gft,58392.74,20.03,0.13,False,UVM2,AB,1
2018gft,58392.74,20.42,0.16,False,UVW2,AB,1
2018gft,58393.011718,17.9751,0.0453,False,g,AB,1
2018gft,58393.132812,17.9045,0.088,False,g,AB,1
2018gft,58393.136718,17.9073,0.0912,False,g,AB,1
2018gft,58393.140625,18.1709,0.0538,False,r,AB,1
2018gft,58393.144531,17.9797,0.0899,False,r,AB,1
2018gft,58393.144531,18.4052,0.0675,False,i,AB,1
2018gft,58393.148437,18.4122,0.0711,False,i,AB,1
2018gft,58394.467055,18.2976,0.0595,False,orange,AB,1
2018gft,58396.472243,18.3267,0.1641,False,orange,AB,1
2018gft,58398.121093,17.7629,0.0838,False,g,AB,1
2018gft,58398.125,17.7726,0.0889,False,g,AB,1
2018gft,58398.128906,18.0738,0.0926,False,r,AB,1
2018gft,58398.128906,18.1016,0.1008,False,r,AB,1
2018gft,58398.132812,18.3658,0.1114,False,i,AB,1
2018gft,58398.136718,18.3618,0.1195,False,i,AB,1
2018gft,58400.964843,17.8081,0.0638,False,g,AB,1
2018gft,58400.96875,17.8381,0.0614,False,g,AB,1
2018gft,58400.972656,18.0877,0.0534,False,r,AB,1
2018gft,58400.976562,18.0777,0.0562,False,r,AB,1
2018gft,58400.976562,18.3244,0.0914,False,i,AB,1
2018gft,58400.980468,18.248,0.0526,False,i,AB,1
2018gft,58401.339843,17.8322,0.0437,False,g,AB,1
2018gft,58401.34375,18.0988,0.0607,False,r,AB,1
2018gft,58401.347656,18.2721,0.0749,False,i,AB,1
2018gft,58402.474416,18.0051,0.0384,False,cyan,AB,1
2018gft,58403.439052,18.2974,0.1076,False,orange,AB,1
2018gft,58405.436928,17.9528,0.0456,False,cyan,AB,1
2018gft,58406.424757,18.0823,0.0581,False,orange,AB,1
2018gft,58406.597656,19.7438,,True,g,AB,0
2018gft,58406.601562,17.7479,0.0362,False,g,AB,1
2018gft,58406.605468,18.0553,0.0508,False,r,AB,1
2018gft,58406.609375,18.0149,0.0635,False,r,AB,1
2018gft,58406.613281,18.1556,0.0696,False,i,AB,1
2018gft,58406.617187,18.4625,0.2184,False,i,AB,1
2018gft,58407.92,17.82,0.05,False,g,AB,1
2018gft,58407.92,17.94,0.06,False,r,AB,1
2018gft,58407.92,18.23,0.07,False,i,AB,1
2018gft,58407.92,18.37,0.1,False,z,AB,1
2018gft,58409.41799,18.4188,0.2072,False,orange,AB,1
2018gft,58413.2,17.98,0.05,False,r,AB,1
2018gft,58414.9,17.65,0.07,False,B,AB,1
2018gft,58414.9,18.02,0.06,False,U,AB,1
2018gft,58414.9,19.26,0.08,False,UVW1,AB,1
2018gft,58414.9,20.44,0.1,False,UVW2,AB,1
2018gft,58414.91,17.71,0.13,False,V,AB,1
2018gft,58414.91,20.32,0.09,False,UVM2,AB,1
2018gft,58415.15,18.0,0.07,False,i,AB,1
2018gft,58415.16,17.81,0.07,False,g,AB,1
2018gft,58415.17,18.15,0.07,False,i,AB,1
2018gft,58415.171875,17.6434,0.0498,False,g,AB,1
2018gft,58415.175781,17.5896,0.083,False,g,AB,1
2018gft,58415.179687,17.8459,0.0519,False,r,AB,1
2018gft,58415.179687,17.9103,0.0914,False,r,AB,1
2018gft,58415.183593,18.0512,0.1288,False,i,AB,1
2018gft,58415.1875,18.1328,0.1177,False,i,AB,1
2018gft,58416.464097,18.0459,0.2527,False,orange,AB,1
2018gft,58416.613281,17.715,0.0842,False,g,AB,1
2018gft,58416.617187,17.6596,0.0538,False,g,AB,1
2018gft,58416.621093,17.8206,0.1068,False,r,AB,1
2018gft,58416.625,17.9835,0.0919,False,r,AB,1
2018gft,58416.628906,18.1902,0.1291,False,i,AB,1
2018gft,58416.632812,18.2666,0.1781,False,i,AB,1
2018gft,58417.407253,18.0203,0.0693,False,orange,AB,1
2018gft,58418.2,17.87,0.04,False,r,AB,1
2018gft,58418.23,17.88,0.04,False,r,AB,1
2018gft,58423.24,17.77,0.02,False,g,AB,1
2018gft,58423.413863,17.9864,0.0466,False,orange,AB,1
2018gft,58424.234375,17.6647,0.0867,False,g,AB,1
2018gft,58424.238281,17.667,0.0746,False,g,AB,1
2018gft,58424.242187,17.9279,0.0999,False,r,AB,1
2018gft,58424.242187,17.9409,0.1053,False,r,AB,1
2018gft,58424.246093,18.2069,0.0823,False,i,AB,1
2018gft,58424.25,18.2182,0.0652,False,i,AB,1
2018gft,58424.397788,17.9269,0.0578,False,orange,AB,1
2018gft,58424.67,17.61,0.08,False,B,AB,1
2018gft,58424.67,18.08,0.08,False,U,AB,1
2018gft,58424.67,19.5,0.11,False,UVW1,AB,1
2018gft,58424.68,18.06,0.2,False,V,AB,1
2018gft,58424.68,20.46,0.13,False,UVM2,AB,1
2018gft,58424.68,20.55,0.13,False,UVW2,AB,1
2018gft,58426.25,17.98,0.04,False,r,AB,1
2018gft,58426.32,17.79,0.02,False,g,AB,1
2018gft,58427.392207,17.921,0.0419,False,orange,AB,1
2018gft,58428.392756,17.9906,0.0502,False,orange,AB,1
2018gft,58429.23,17.77,0.01,False,g,AB,1
2018gft,58429.25,17.93,0.02,False,r,AB,1
2018gft,58429.391185,17.7894,0.0245,False,cyan,AB,1
2018gft,58430.400249,17.831,0.0363,False,cyan,AB,1
2018gft,58431.378166,17.998,0.0627,False,orange,AB,1
2018gft,58432.24,17.79,0.02,False,g,AB,1
2018gft,58432.25,17.93,0.03,False,r,AB,1
2018gft,58432.379454,18.0042,0.0653,False,orange,AB,1
2018gft,58432.550781,19.3884,,True,i,AB,0
2018gft,58432.554687,20.6548,,True,i,AB,0
2018gft,58433.373015,17.8701,0.0673,False,cyan,AB,1
2018gft,58434.385595,17.8266,0.0354,False,cyan,AB,1
2018gft,58435.352923,17.9916,0.0538,False,orange,AB,1
2018gft,58436.346995,17.9215,0.0727,False,orange,AB,1
2018gft,58437.353208,18.0944,0.2687,False,orange,AB,1
2018gft,58438.21,17.86,0.14,False,g,AB,1
2018gft,58441.90625,17.668,0.0583,False,g,AB,1
2018gft,58441.910156,17.6601,0.0553,False,g,AB,1
2018gft,58441.914062,17.8903,0.0997,False,r,AB,1
2018gft,58441.917968,17.8672,0.1179,False,r,AB,1
2018gft,58441.917968,18.0977,0.0937,False,i,AB,1
2018gft,58441.921875,18.1318,0.1069,False,i,AB,1
2018gft,58442.353514,18.0704,0.0775,False,orange,AB,1
2018gft,58443.347401,18.061,0.1414,False,orange,AB,1
2018gft,58444.128906,17.7756,0.0407,False,g,AB,1
2018gft,58444.132812,17.8158,0.0377,False,g,AB,1
2018gft,58444.132812,17.9634,0.054,False,r,AB,1
2018gft,58444.136718,17.9199,0.0508,False,r,AB,1
2018gft,58444.140625,18.1776,0.0676,False,i,AB,1
2018gft,58444.144531,18.1594,0.0707,False,i,AB,1
2018gft,58445.90625,17.7659,0.072,False,g,AB,1
2018gft,58445.914062,17.751,0.0835,False,g,AB,1
2018gft,58445.914062,17.9645,0.0954,False,r,AB,1
2018gft,58445.917968,17.9525,0.0914,False,r,AB,1
2018gft,58445.921875,18.1298,0.0995,False,i,AB,1
2018gft,58445.925781,18.1953,0.1073,False,i,AB,1
2018gft,58447.351759,18.1051,0.1023,False,orange,AB,1
2018gft,58448.337189,18.0406,0.085,False,orange,AB,1
2018gft,58449.175781,17.9003,0.0477,False,g,AB,1
2018gft,58449.179687,17.8694,0.0657,False,g,AB,1
2018gft,58449.183593,18.0193,0.0523,False,r,AB,1
2018gft,58449.1875,18.0175,0.0596,False,r,AB,1
2018gft,58449.191406,18.1232,0.0724,False,i,AB,1
2018gft,58449.191406,18.2136,0.0705,False,i,AB,1
2018gft,58449.335628,18.0787,0.0648,False,orange,AB,1
2018gft,58449.85,17.95,0.06,False,g,AB,1
2018gft,58449.85,18.01,0.06,False,r,AB,1
2018gft,58449.85,18.22,0.06,False,i,AB,1
2018gft,58449.85,18.32,0.09,False,z,AB,1
2018gft,58450.33515,18.1022,0.0588,False,orange,AB,1
2018gft,58451.140625,17.8044,0.0974,False,g,AB,1
2018gft,58451.144531,17.9048,0.0267,False,g,AB,1
2018gft,58451.144531,17.9585,0.064,False,r,AB,1
2018gft,58451.148437,18.0159,0.051,False,r,AB,1
2018gft,58451.152343,18.1427,0.0684,False,i,AB,1
2018gft,58451.152343,18.1929,0.0715,False,i,AB,1
2018gft,58451.330923,18.1436,0.0703,False,orange,AB,1
2018gft,58452.326568,18.1073,0.0666,False,orange,AB,1
2018gft,58452.83,18.0,0.05,False,g,AB,1
2018gft,58452.83,18.04,0.05,False,r,AB,1
2018gft,58452.83,18.27,0.07,False,i,AB,1
2018gft,58452.83,18.38,0.1,False,z,AB,1
2018gft,58453.15625,17.9812,0.0349,False,g,AB,1
2018gft,58453.160156,17.9572,0.04,False,g,AB,1
2018gft,58453.160156,18.033,0.0741,False,r,AB,1
2018gft,58453.164062,18.0186,0.0492,False,r,AB,1
2018gft,58453.167968,18.2229,0.0681,False,i,AB,1
2018gft,58453.167968,18.9808,,True,i,AB,0
2018gft,58453.335602,18.0716,0.068,False,orange,AB,1
2018gft,58454.333187,18.0861,0.0352,False,cyan,AB,1
2018gft,58455.132812,18.037,0.1088,False,g,AB,1
2018gft,58455.136718,18.0454,0.0992,False,g,AB,1
2018gft,58455.136718,18.1358,0.1155,False,r,AB,1
2018gft,58455.140625,18.1341,0.1172,False,r,AB,1
2018gft,58455.140625,18.3146,0.161,False,i,AB,1
2018gft,58455.144531,18.2462,0.1515,False,i,AB,1
2018gft,58455.312383,18.1904,0.0672,False,orange,AB,1
2018gft,58455.88,18.08,0.04,False,g,AB,1
2018gft,58455.88,18.1,0.06,False,r,AB,1
2018gft,58455.88,18.36,0.08,False,i,AB,1
2018gft,58455.88,18.39,0.1,False,z,AB,1
2018gft,58456.303087,18.2802,0.0919,False,orange,AB,1
2018gft,58457.136718,18.0403,0.0419,False,g,AB,1
2018gft,58457.140625,18.0524,0.0415,False,g,AB,1
2018gft,58457.144531,18.1122,0.077,False,r,AB,1
2018gft,58457.148437,18.153,0.0755,False,r,AB,1
2018gft,58457.148437,18.2632,0.0696,False,i,AB,1
2018gft,58457.152343,18.2873,0.0653,False,i,AB,1
2018gft,58459.282826,18.1946,0.0702,False,orange,AB,1
2018gft,58460.800781,18.0242,0.0747,False,g,AB,1
2018gft,58460.804687,18.0326,0.0712,False,g,AB,1
2018gft,58460.808593,18.0772,0.0784,False,r,AB,1
2018gft,58460.8125,18.0931,0.0658,False,r,AB,1
