mjd,mag,mag_err,UL,Filter,System,detected,Filter_can,Cenwave
58774.586595,19.8144,,True,orange,AB,0,orange,6629.82
58790.550321,20.0238,,True,orange,AB,0,orange,6629.82
58792.617652,20.3023,,True,cyan,AB,0,cyan,5182.42
58796.616509,20.61,,True,cyan,AB,0,cyan,5182.42
58798.575218,19.8726,,True,orange,AB,0,orange,6629.82
58800.522109,19.7013,,True,orange,AB,0,orange,6629.82
58802.55,20.34,,True,g,AB,0,g,4793.46
58802.604818,19.7646,,True,orange,AB,0,orange,6629.82
58804.48,20.23,,True,g,AB,0,g,4793.46
58804.48,20.24,,True,g,AB,0,g,4793.46
58804.48,20.16,,True,g,AB,0,g,4793.46
58804.49,20.35,,True,g,AB,0,g,4793.46
58804.55,20.41,,True,r,AB,0,r,6141.12
58804.640125,19.4811,,True,orange,AB,0,orange,6629.82
58805.51,20.72,,True,g,AB,0,g,4793.46
58805.51,20.76,,True,g,AB,0,g,4793.46
58805.51,20.58,,True,g,AB,0,g,4793.46
58805.53,20.29,,True,g,AB,0,g,4793.46
58806.55,20.99,,True,r,AB,0,r,6141.12
58806.55,21.05,,True,r,AB,0,r,6141.12
58814.51,20.78,,True,g,AB,0,g,4793.46
58814.583938,19.9583,,True,orange,AB,0,orange,6629.82
58816.531289,20.243,,True,cyan,AB,0,cyan,5182.42
58820.627602,19.3708,,True,orange,AB,0,orange,6629.82
58822.498539,19.6657,,True,orange,AB,0,orange,6629.82
58823.51,18.78,,True,g,AB,0,g,4793.46
58823.51,19.02,,True,g,AB,0,g,4793.46
58824.606809,19.9842,,True,orange,AB,0,orange,6629.82
58826.567953,19.6343,,True,orange,AB,0,orange,6629.82
58827.45,20.46,,True,r,AB,0,r,6141.12
58828.43,20.71,,True,r,AB,0,r,6141.12
58828.563971,19.3483,,True,orange,AB,0,orange,6629.82
58830.44,20.35,0.25,False,r,AB,1,r,6141.12
58830.45,20.1,0.22,False,r,AB,1,r,6141.12
58830.475858,19.1369,,True,orange,AB,0,orange,6629.82
58831.44,20.33,0.27,False,r,AB,1,r,6141.12
58831.44,20.49,,True,r,AB,0,r,6141.12
58831.45,20.07,0.26,False,r,AB,1,r,6141.12
58833.44,20.04,0.26,False,r,AB,1,r,6141.12
58833.44,20.42,,True,r,AB,0,r,6141.12
58833.45,19.87,0.24,False,r,AB,1,r,6141.12
58833.46,20.24,,True,r,AB,0,r,6141.12
58833.47,20.27,,True,r,AB,0,r,6141.12
58835.48,20.43,,True,r,AB,0,r,6141.12
58836.49,19.77,0.09,False,r,AB,1,r,6141.12
58836.556531,19.9831,0.3496,False,orange,AB,1,orange,6629.82
58837.46,20.03,0.16,False,r,AB,1,r,6141.12
58837.46,19.79,0.12,False,r,AB,1,r,6141.12
58837.46,19.82,0.15,False,r,AB,1,r,6141.12
58838.498622,19.6612,0.3104,False,orange,AB,1,orange,6629.82
58838.51,19.7,0.2,False,r,AB,1,r,6141.12
58846.43,19.44,0.06,False,r,AB,1,r,6141.12
58846.43,19.46,0.06,False,r,AB,1,r,6141.12
58846.43,19.48,0.06,False,r,AB,1,r,6141.12
58846.43,19.55,0.06,False,r,AB,1,r,6141.12
58846.45,19.43,0.06,False,r,AB,1,r,6141.12
58846.45,19.61,0.07,False,r,AB,1,r,6141.12
58846.47,19.44,0.06,False,r,AB,1,r,6141.12
58846.47,19.5,0.07,False,r,AB,1,r,6141.12
58846.49,19.39,0.05,False,g,AB,1,g,4793.46
58846.49,19.45,0.06,False,g,AB,1,g,4793.46
58846.51,19.37,0.05,False,g,AB,1,g,4793.46
58846.51,19.41,0.05,False,g,AB,1,g,4793.46
58846.545082,19.4918,0.1492,False,orange,AB,1,orange,6629.82
58849.44,19.37,0.06,False,r,AB,1,r,6141.12
58849.44,19.43,0.16,False,r,AB,1,r,6141.12
58849.44,19.37,0.06,False,r,AB,1,r,6141.12
58849.45,19.37,0.12,False,r,AB,1,r,6141.12
58849.48,19.4,0.11,False,g,AB,1,g,4793.46
58849.49,19.2,0.05,False,g,AB,1,g,4793.46
58849.49,19.4,0.06,False,g,AB,1,g,4793.46
58849.49,19.4,0.14,False,g,AB,1,g,4793.46
58850.44,19.42,0.07,False,g,AB,1,g,4793.46
58850.48,19.56,0.1,False,r,AB,1,r,6141.12
58850.521117,19.2982,0.1757,False,orange,AB,1,orange,6629.82
58850.53,19.35,0.06,False,g,AB,1,g,4793.46
58851.45,19.38,0.11,False,r,AB,1,r,6141.12
58851.45,19.35,0.06,False,r,AB,1,r,6141.12
58851.45,19.37,0.06,False,r,AB,1,r,6141.12
58851.46,19.32,0.14,False,r,AB,1,r,6141.12
58851.47,19.34,0.08,False,r,AB,1,r,6141.12
58851.49,19.3,0.06,False,r,AB,1,r,6141.12
58851.5,19.25,0.05,False,g,AB,1,g,4793.46
58851.5,19.3,0.05,False,g,AB,1,g,4793.46
58852.44,19.3,0.05,False,r,AB,1,r,6141.12
58852.45,19.29,0.05,False,r,AB,1,r,6141.12
58852.45,19.35,0.1,False,r,AB,1,r,6141.12
58852.45,19.4,0.17,False,r,AB,1,r,6141.12
58852.49,19.33,0.1,False,g,AB,1,g,4793.46
58852.5,19.3,0.04,False,g,AB,1,g,4793.46
58852.51,19.19,0.05,False,g,AB,1,g,4793.46
58852.51,19.31,0.12,False,g,AB,1,g,4793.46
58853.48,19.32,0.05,False,g,AB,1,g,4793.46
58853.51,19.21,0.11,False,g,AB,1,g,4793.46
58853.51,19.25,0.05,False,g,AB,1,g,4793.46
58853.52,19.37,0.04,False,g,AB,1,g,4793.46
58853.52,19.28,0.04,False,g,AB,1,g,4793.46
58853.52,19.3,0.09,False,g,AB,1,g,4793.46
58853.55,19.19,0.05,False,r,AB,1,r,6141.12
58854.47,19.4,0.13,False,r,AB,1,r,6141.12
58854.54,19.26,0.23,False,g,AB,1,g,4793.46
58855.49,19.2,0.05,False,g,AB,1,g,4793.46
58855.49,19.23,0.09,False,g,AB,1,g,4793.46
58855.52,19.16,0.05,False,g,AB,1,g,4793.46
58855.52,19.21,0.12,False,g,AB,1,g,4793.46
58855.53,19.23,0.12,False,r,AB,1,r,6141.12
58855.53,19.25,0.06,False,r,AB,1,r,6141.12
58855.53,19.3,0.14,False,r,AB,1,r,6141.12
58855.53,19.32,0.07,False,r,AB,1,r,6141.12
58859.29,19.19,0.15,False,r,AB,1,r,6141.12
58859.29,19.29,0.15,False,r,AB,1,r,6141.12
58859.29,19.45,0.24,False,r,AB,1,r,6141.12
58859.45,19.13,0.1,False,r,AB,1,r,6141.12
58859.46,19.16,0.12,False,r,AB,1,r,6141.12
58859.51,18.99,0.12,False,g,AB,1,g,4793.46
58860.3,19.13,0.15,False,r,AB,1,r,6141.12
58860.3,19.18,0.18,False,r,AB,1,r,6141.12
58860.35,19.0,0.18,False,r,AB,1,r,6141.12
58860.35,19.16,0.16,False,r,AB,1,r,6141.12
58860.36,19.09,0.13,False,r,AB,1,r,6141.12
58860.36,19.32,0.22,False,r,AB,1,r,6141.12
58861.33,19.26,0.22,False,r,AB,1,r,6141.12
58861.33,19.34,0.25,False,r,AB,1,r,6141.12
58861.45,19.14,0.16,False,g,AB,1,g,4793.46
