mjd,mag,mag_err,UL,Filter,System,detected,Filter_can,Cenwave
58868.500179,21.3348,,True,cyan,AB,0,cyan,5182.42
58870.451609,20.0946,,True,orange,AB,0,orange,6629.82
58872.45707,21.1217,,True,cyan,AB,0,cyan,5182.42
58874.497579,20.0807,,True,orange,AB,0,orange,6629.82
58876.556819,20.9169,,True,cyan,AB,0,cyan,5182.42
58882.49928,19.9974,,True,orange,AB,0,orange,6629.82
58884.478758,19.9838,,True,orange,AB,0,orange,6629.82
58894.436372,19.9876,,True,orange,AB,0,orange,6629.82
58900.21,21.73,,True,r,AB,0,r,6141.12
58900.23,21.46,,True,r,AB,0,r,6141.12
58900.29,21.72,,True,g,AB,0,g,4746.48
58900.31,21.42,,True,g,AB,0,g,4746.48
58900.31,21.25,,True,g,AB,0,g,4746.48
58900.31,21.36,,True,g,AB,0,g,4746.48
58900.435374,20.6419,,True,cyan,AB,0,cyan,5182.42
58902.418771,20.0543,,True,orange,AB,0,orange,6629.82
58903.22,21.75,,True,r,AB,0,r,6141.12
58903.22,21.76,,True,r,AB,0,r,6141.12
58903.26,21.79,,True,g,AB,0,g,4746.48
58903.27,21.84,,True,g,AB,0,g,4746.48
58904.22,21.54,,True,r,AB,0,r,6141.12
58904.26,21.92,,True,g,AB,0,g,4746.48
58905.22,21.31,,True,r,AB,0,r,6141.12
58905.27,21.43,,True,g,AB,0,g,4746.48
58906.23,21.18,,True,r,AB,0,r,6141.12
58906.23,21.25,,True,r,AB,0,r,6141.12
58906.27,21.49,,True,g,AB,0,g,4746.48
58906.27,21.59,,True,g,AB,0,g,4746.48
58906.491593,19.7737,,True,orange,AB,0,orange,6629.82
58909.25,21.07,,True,g,AB,0,g,4746.48
58909.33,21.7,,True,r,AB,0,r,6141.12
58909.33,21.73,,True,r,AB,0,r,6141.12
58910.393498,19.8757,,True,orange,AB,0,orange,6629.82
58912.22,21.19,,True,r,AB,0,r,6141.12
58912.22,21.22,,True,r,AB,0,r,6141.12
58912.24,21.13,,True,g,AB,0,g,4746.48
58912.24,21.14,,True,g,AB,0,g,4746.48
58913.19,20.9,,True,r,AB,0,r,6141.12
58913.2,20.77,,True,r,AB,0,r,6141.12
58913.29,20.93,,True,g,AB,0,g,4746.48
