z_lo,z_hi,n_events,efficiency_Detect,efficiency_Characterize,efficiency_Villar,efficiency_ELAsTiCC,n_success_Detect,n_success_Characterize,n_success_Villar,n_success_ELAsTiCC,sigma_Detect,sigma_Characterize,sigma_Villar,sigma_ELAsTiCC
0.1,0.2,607,0.6507413509060955,0.6359143327841845,0.6144975288303131,0.6771004942339374,395,386,373,411,0.0193501101541294,0.0195302027809566,0.0197551034380492,0.0189786759268805
0.2,0.3,1775,0.6045070422535211,0.5819718309859155,0.5526760563380282,0.6366197183098592,1073,1033,981,1130,0.0116056877294244,0.0117072415034291,0.0118017719626506,0.0114161993273194
0.3,0.4,4116,0.5753158406219631,0.5512633624878522,0.5267249757045676,0.6212342079689018,2368,2269,2168,2557,0.0077045719289402,0.0077524263054597,0.0077823555083225,0.0075609327009694
0.4,0.5,7873,0.5443922265972311,0.5144163597104027,0.4876159024514162,0.6103137304712308,4286,4050,3839,4805,0.0056128236144051,0.0056327345296766,0.0056333485867418,0.0054962185870331
0.5,0.6,13299,0.5268065268065268,0.4902624257462967,0.4548462290397774,0.6039551846003459,7006,6520,6049,8032,0.0043294771645404,0.0043348905417897,0.0043179968035912,0.0042409683371404
0.6,0.7,20555,0.4730235952323036,0.4314765263926052,0.3926538555096083,0.5565069326198006,9723,8869,8071,11439,0.0034823967342384,0.0034545703940409,0.0034061544114486,0.0034651334632404
0.7,0.8,30694,0.4402814882387437,0.3962663712777741,0.3575291587932495,0.5356421450446341,13514,12163,10974,16441,0.0028335005669188,0.0027918337189338,0.002735619558312,0.0028466693416241
0.8,0.9,43470,0.3947319990798251,0.3489302967563837,0.3097308488612836,0.5012652403956752,17159,15168,13464,21790,0.00234439185643,0.0022860633599713,0.0022177196455266,0.0023981359180522
0.9,1.0,59558,0.3537895832633735,0.308019073843984,0.2679237046240639,0.4692904395715101,21071,18345,15957,27950,0.0019592481500234,0.0018917590247708,0.0018147369809498,0.0020449338143368
1.0,1.1,78294,0.3158224129562929,0.2698163333077886,0.2323038802462513,0.4355122997930876,24727,21125,18188,34098,0.0016612754776431,0.0015863022284895,0.0015092412407914,0.0017719979429624
1.1,1.2,100941,0.2752003645694019,0.2318780277587898,0.197996849644842,0.3963107161609256,27779,23406,19986,40004,0.0014057227845473,0.0013283456308926,0.0012542478804326,0.0015395395130927
1.2,1.3,125961,0.240042552853661,0.1995935249799541,0.1670596454458126,0.3602146696199617,30236,25141,21043,45373,0.001203429646412,0.0011261868989294,0.0010510531532699,0.0013526324022648
1.3,1.4,155556,0.2101558281262053,0.1721502224279359,0.1420581655480984,0.3287626321067654,32691,26779,22098,51141,0.0010329945844021,0.00095716360949,0.0008851536002118,0.0011910662090203
1.4,1.5,186754,0.1804030971224177,0.1445859258703963,0.1184124570290328,0.2949548604045964,33691,27002,22114,55084,0.0008897893280459,0.0008137973093817,0.0007476467719211,0.0010552400936104
1.5,1.6,219104,0.1524801007740616,0.1193040747772747,0.096150686432014,0.2622544545056229,33409,26140,21067,57461,0.0007679914481547,0.0006924931453962,0.0006297947814561,0.0009397007677181
1.6,1.7,251458,0.1269357109338338,0.0960677329812533,0.0763189081277986,0.2317484430799576,31919,24157,19191,58275,0.0006638688537924,0.0005876570995995,0.0005294736753054,0.000841448244313
1.7,1.8,285027,0.1048532244313696,0.0774102102607823,0.0609345781276861,0.2047314815789381,29886,22064,17368,58354,0.0005738455525824,0.0005005649592268,0.0004480606743067,0.0007557988193501
1.8,1.9,314020,0.0847971466785555,0.060527991847653,0.0467868288644035,0.1778071460416534,26628,19007,14692,55835,0.000497130773314,0.0004255409908172,0.0003768583721899,0.0006823116708358
1.9,2.0,342317,0.0669613253212665,0.045986614745981,0.0352655579477501,0.152475629314349,22922,15742,12072,52195,0.000427216098484,0.0003579964504864,0.0003152572172495,0.0006144153839359
2.0,2.1,369515,0.0513348578542143,0.0341934698185459,0.0258906945590842,0.1291855540370485,18969,12635,9567,47736,0.0003630334284337,0.0002989514189788,0.0002612520219217,0.0005517644964579
2.1,2.2,391800,0.038746809596733,0.0251914241960183,0.0191960183767228,0.1078126595201633,15181,9870,7521,42241,0.0003083221001891,0.0002503535852943,0.0002192120748966,0.0004954852061395
2.2,2.3,412624,0.0298092209856915,0.0190972895420528,0.0144562604211097,0.0893985807902594,12300,7880,5965,36888,0.0002647443145031,0.0002130696493804,0.0001858183891803,0.0004441730774244
2.3,2.4,431106,0.0233492458931214,0.0149360018185782,0.0111851841542451,0.0728127189136778,10066,6439,4822,31390,0.0002299926941519,0.0001847384811611,0.0001601721548243,0.0003957266725299
2.4,2.5,444789,0.01778371317636,0.0111333688557945,0.0082016416772896,0.0581039549089568,7910,4952,3648,25844,0.0001981699359917,0.00015732768084,0.0001352337431627,0.0003507739349132
2.5,2.6,456540,0.0138147807421036,0.0085709904937135,0.0063543172558811,0.0468348885092215,6307,3913,2901,21382,0.0001727475217138,0.0001364290643335,0.0001176009431828,0.000312701091308
2.6,2.7,466267,0.0109786881765168,0.0064619627809817,0.0048577317288163,0.0378345454428471,5119,3013,2265,17641,0.0001526021703805,0.0001173429860837,0.0001018220907544,0.0002794163406078
2.7,2.8,474213,0.0087787555381231,0.005088430726277,0.0039117443005569,0.031384630956975,4163,2413,1855,14883,0.00013546124123,0.000103323104325,9.06457426195602e-05,0.0002531905331344
2.8,2.9,478375,0.0067143977005487,0.0039696890514763,0.0029328455709432,0.0256848706558662,3212,1899,1403,12287,0.0001180745674503,9.091389920605936e-05,7.818484242587244e-05,0.000228720018305
2.9,3.0,480620,0.0053763888310931,0.0030939203528775,0.0022013232907494,0.0207627647621821,2584,1487,1058,9979,0.000105480893003,8.010889983213884e-05,6.76024532603597e-05,0.0002056769539016
3.0,3.1,479029,0.0042273014786161,0.0022712612388811,0.0015656672143022,0.0166503489350331,2025,1088,750,7976,9.374126615407002e-05,6.877947913637908e-05,5.712531119392025e-05,0.0001848777940963
3.1,3.2,477334,0.003226252477301,0.0015984614546627,0.0010391046939878,0.0136696736457071,1540,763,496,6525,8.207979937527123e-05,5.782192152686719e-05,4.66329309534266e-05,0.0001680656971841
3.2,3.3,470555,0.0025353040558489,0.0010944522956933,0.0007119252797228,0.0107702606496583,1193,515,335,5068,7.33092195453868e-05,4.820093187516423e-05,3.888278494899221e-05,0.0001504722769214
3.3,3.4,465005,0.0017892280728164,0.0006322512661154,0.0004107482715239,0.0094859195062418,832,294,191,4411,6.19748046505926e-05,3.68619841011905e-05,2.9714597353875183e-05,0.0001421481568976
3.4,3.5,456959,0.001181725275134,0.000352329202401,0.0002057077330788,0.0078344008981112,540,161,94,3580,5.082330277228736e-05,2.776253901405276e-05,2.121495026535797e-05,0.0001304236530965
3.5,3.6,448318,0.0007048568203819,0.0001472169308392,8.253070365231823e-05,0.0064329337657644,316,66,37,2884,3.963731731900143e-05,1.811981759515248e-05,1.3567404203674994e-05,0.0001194015722767
3.6,3.7,438789,0.0003874299492466,3.874299492466767e-05,2.734799641741247e-05,0.0053351383010968,170,17,12,2341,2.970876396505691e-05,9.396374462700466e-06,7.89457859402723e-06,0.000109972313925
3.7,3.8,427782,0.0002127251731021,1.870111411887363e-05,1.4025835589155225e-05,0.0043643725074921,91,8,6,1867,2.229728535981745e-05,6.611780479901729e-06,5.725983245327617e-06,0.0001007859205335
3.8,3.9,414747,5.304438609561974e-05,4.822216917783613e-06,4.822216917783613e-06,0.0034285962285441,22,2,2,1422,1.1308801168089093e-05,3.4098140614560235e-06,3.4098140614560235e-06,9.07654897677208e-05
3.9,4.0,403363,1.487493895077139e-05,2.4791564917952315e-06,4.958312983590463e-06,0.0024766773353034,6,1,2,999,6.072623231952949e-06,2.479153418684872e-06,3.506048041868032e-06,7.826150854650578e-05
4.0,4.1,389651,1.2831995811636568e-05,0.0,2.5663991623273133e-06,0.0019889593508036,5,0,1,775,5.738606165122904e-06,0.0,2.5663958691228704e-06,7.137444249291127e-05
4.1,4.2,378882,0.0,0.0,0.0,0.0013434261854614,0,0,0,509,0.0,0.0,0.0,5.950630727788346e-05
4.2,4.3,364800,0.0,0.0,0.0,0.0010361842105263,0,0,0,378,0.0,0.0,0.0,5.326794578607262e-05
4.3,4.4,351171,0.0,0.0,0.0,0.0005211136454889,0,0,0,183,0.0,0.0,0.0,3.85117906996426e-05
4.4,4.5,336839,0.0,0.0,0.0,0.0003740659484204,0,0,0,126,0.0,0.0,0.0,3.331820995794236e-05
4.5,4.6,323902,0.0,0.0,0.0,0.0001759791541886,0,0,0,57,0.0,0.0,0.0,2.330695734914505e-05
4.6,4.7,309696,0.0,0.0,0.0,0.000100098160777,0,0,0,31,0.0,0.0,0.0,1.7977260585766562e-05
4.7,4.8,295752,0.0,0.0,0.0,4.7336957991830993e-05,0,0,0,14,0.0,0.0,0.0,1.2651034739871973e-05
4.8,4.9,283312,0.0,0.0,0.0,7.059355057321963e-06,0,0,0,2,0.0,0.0,0.0,4.991700212650554e-06
4.9,5.0,269683,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
