z_lo,z_hi,n_events,efficiency_Detect,efficiency_Characterize,efficiency_Villar,efficiency_ELAsTiCC,n_success_Detect,n_success_Characterize,n_success_Villar,n_success_ELAsTiCC,sigma_Detect,sigma_Characterize,sigma_Villar,sigma_ELAsTiCC
0.1,0.2,630,0.6476190476190476,0.6206349206349207,0.6095238095238096,0.6746031746031746,408,391,384,425,0.0190324958860067,0.019331987470536,0.0194366914989262,0.0186664001434413
0.2,0.3,1728,0.6030092592592593,0.5746527777777778,0.5491898148148148,0.6446759259259259,1042,993,949,1114,0.0117701042671672,0.0118933085657474,0.0119697816405426,0.0115136009662132
0.3,0.4,3589,0.5778768459180831,0.5516857063248816,0.5260518250208972,0.6246865422123155,2074,1980,1888,2242,0.0082442376993727,0.0083013825863693,0.0083347574184279,0.0080824199970993
0.4,0.5,6335,0.5505919494869771,0.5169692186266772,0.4771902131018153,0.6159431728492502,3488,3275,3023,3902,0.006249741331943,0.0062783632112473,0.0062754418381399,0.0061107534011914
0.5,0.6,10040,0.5101593625498008,0.4703187250996016,0.4297808764940239,0.5923306772908367,5122,4722,4315,5947,0.0049889997256172,0.0049812299270045,0.0049405759085528,0.0049042124143923
0.6,0.7,14640,0.4709699453551912,0.428483606557377,0.3864071038251366,0.5648907103825137,6895,6273,5657,8270,0.0041254015860763,0.0040898832724548,0.0040243169153473,0.0040974235182756
0.7,0.8,20551,0.4306846382171184,0.388886185587076,0.3407620067150017,0.5324315118485718,8851,7992,7003,10942,0.0034541378236485,0.0034006021804748,0.0033062083492584,0.0034804709483692
0.8,0.9,27682,0.3877971244852251,0.3402210822917419,0.2946318907593382,0.5003251210172676,10735,9418,8156,13850,0.0029285405553278,0.0028476138452247,0.0027399904843723,0.0030051847780201
0.9,1.0,35795,0.3488755412767146,0.3023047911719514,0.2593378963542394,0.4688923033943288,12488,10821,9283,16784,0.0025191619209144,0.0024274159545514,0.002316497685575,0.0026376469596554
1.0,1.1,45856,0.3069827285415213,0.2604457431960921,0.2209525471039776,0.4345778087927425,14077,11943,10132,19928,0.0021539266798469,0.0020494888881627,0.001937462823137,0.0023148460492476
1.1,1.2,56004,0.2707485179630026,0.2271444896793086,0.1885758160131419,0.3966502392686237,15163,12721,10561,22214,0.0018776393607474,0.0017704788098682,0.0016529413651313,0.0020671829260051
1.2,1.3,68179,0.2370377975622992,0.1978175097904046,0.1612960002346763,0.3620762991536984,16161,13487,10997,24686,0.0016286771365112,0.0015256104006016,0.0014086102444798,0.0018405986714838
1.3,1.4,81318,0.207039031948646,0.1696672323470818,0.1361445190486731,0.3292382990235864,16836,13797,11071,26773,0.0014208841676161,0.0013162298385573,0.001202616846441,0.0016479573167513
1.4,1.5,95066,0.1778869417036585,0.1432057728315065,0.1131634864199608,0.2962047419687375,16911,13614,10758,28159,0.0012402955831412,0.0011360721618207,0.0010274538693975,0.0014808346270555
1.5,1.6,108818,0.1502508776121597,0.1186200812365601,0.0923100957562168,0.2653237515852157,16350,12908,10045,28872,0.0010831871549217,0.0009801901060002,0.0008774916316926,0.0013383992812507
1.6,1.7,122970,0.129519394974384,0.0979913800113849,0.0752541270228511,0.2379686102301374,15927,12050,9254,29263,0.0009575189253882,0.0008478122636176,0.0007522752530464,0.0012143578406868
1.7,1.8,136627,0.1048987389022667,0.0774663865853747,0.0589195400616276,0.2080189128063999,14332,10584,8050,28421,0.000828996986551,0.0007232350793701,0.000637051856745,0.0010980966085347
1.8,1.9,149422,0.0848737133755404,0.0612627323954973,0.0458165464255598,0.1799400356038602,12682,9154,6846,26887,0.0007209744004477,0.0006203873571043,0.0005409035638743,0.0009937552441563
1.9,2.0,161399,0.0674539495288074,0.0461836814354487,0.0344983550083953,0.1555585846256792,10887,7454,5568,25107,0.000624292928235,0.0005224277395901,0.0004542817422872,0.0009021553609475
2.0,2.1,170549,0.051809157485532,0.0350632369582935,0.0255996810300851,0.1302558209077743,8836,5980,4366,22215,0.0005366937707986,0.0004454006444979,0.0003824383159357,0.0008150227788876
2.1,2.2,181525,0.0395868337694532,0.0254234953863104,0.0185043382454207,0.1111362071340035,7186,4615,3359,20174,0.0004576528946055,0.0003694514503367,0.0003163098736372,0.0007376955620784
2.2,2.3,190011,0.0307350627068959,0.0198462194294014,0.0143939035108493,0.0923157080379556,5840,3771,2735,17541,0.0003959578261613,0.0003199606956161,0.0002732446153343,0.0006640730269154
2.3,2.4,197862,0.0234102556327137,0.0150761641952471,0.010982401876055,0.0741880704733602,4632,2983,2173,14679,0.0003399209723131,0.0002739463737001,0.0002342984837944,0.0005891789564836
2.4,2.5,203972,0.0182230894436491,0.0117712235012648,0.008236424607299,0.0594738493518718,3717,2401,1680,12131,0.0002961639088152,0.0002388109706316,0.0002001189260306,0.0005236766198153
2.5,2.6,209217,0.0147932529383367,0.0090671408155169,0.006500427785505,0.0487866664754776,3095,1897,1360,10207,0.0002639350363759,0.0002072329503134,0.0001756937554742,0.0004709676223438
2.6,2.7,213871,0.0111141763025375,0.0066628949226402,0.0047365000397435,0.0393274450486508,2377,1425,1013,8411,0.0002266917767216,0.000175915400458,0.0001484642405965,0.0004203002112259
2.7,2.8,217519,0.0084728230637323,0.0050524322013249,0.0038203559229308,0.0319972048418758,1843,1099,831,6960,0.000196524989066,0.0001520203561171,0.0001322732868545,0.0003773511931091
2.8,2.9,221255,0.0070732864794015,0.0041852161533072,0.0028971096698379,0.0269327246841879,1565,926,641,5959,0.0001781651158731,0.0001372466283676,0.0001142630752848,0.000344163676618
2.9,3.0,222416,0.0052828933170275,0.0030033810517228,0.0021671102798359,0.0219093950075534,1175,668,482,4873,0.0001537102046234,0.000116029667578,9.860215356913274e-05,0.0003104000077015
3.0,3.1,223361,0.0042666356257359,0.0023459780355567,0.0016072635777955,0.0178858439924606,953,524,359,3995,0.0001379147240275,0.000102364242514,8.475992921517447e-05,0.0002804348816381
3.1,3.2,222676,0.0033501589753722,0.0017199877849431,0.0011271982611507,0.0145143616734627,746,383,251,3232,0.0001224524005169,8.781165520878277e-05,7.110801303526221e-05,0.0002534471514883
3.2,3.3,222033,0.0026707741642008,0.0012295469592357,0.0007701557876531,0.0116018789999684,593,273,171,2576,0.0001095289924545,7.436980445545462e-05,5.887260143237772e-05,0.0002272591395202
3.3,3.4,220200,0.0019981834695731,0.0008128973660308,0.0004859218891916,0.0099091734786557,440,179,107,2182,9.516443850523877e-05,6.073410146199209e-05,4.696442742895262e-05,0.0002110802387954
3.4,3.5,218420,0.0013551872539144,0.0004395201904587,0.0002609651130848,0.0085660653786283,296,96,57,1871,7.871526792527185e-05,4.484848243791706e-05,3.456116312284583e-05,0.0001971861378568
3.5,3.6,214885,0.0007957744840263,0.0002326825976685,0.0001023803429741,0.006947902366382,171,50,22,1493,6.08301777427893e-05,3.2902459952028834e-05,2.182644507755051e-05,0.0001791883703319
3.6,3.7,211643,0.0006189668451118,8.032394173206768e-05,5.1974315238396734e-05,0.0055612517305084,131,17,11,1177,5.406264508766509e-05,1.94806349855382e-05,1.5670438425009415e-05,0.0001616491188417
3.7,3.8,208282,0.0002400591505747,3.840946409195226e-05,9.602366022988064e-06,0.0044939072987584,50,8,2,936,3.3945415463920375e-05,1.3579535461727583e-05,6.789865530668348e-06,0.0001465575331171
3.8,3.9,204441,0.0001076105086553,4.891386757059494e-06,0.0,0.0037370194823934,22,1,0,764,2.294140306504381e-05,4.891374794212662e-06,0.0,0.000134947759715
3.9,4.0,199537,4.009281486641575e-05,5.011601858301969e-06,0.0,0.0026511373830417,8,1,0,529,1.417466647476572e-05,5.011589300209642e-06,0.0,0.000115113947219
4.0,4.1,195057,2.050682620977458e-05,5.126706552443645e-06,0.0,0.002045555914425,4,1,0,399,1.0253307971868002e-05,5.126693410866765e-06,0.0,0.000102301091083
4.1,4.2,190554,0.0,0.0,0.0,0.0016688182877294,0,0,0,318,0.0,0.0,0.0,9.350456374860377e-05
4.2,4.3,185343,0.0,0.0,0.0,0.0012841056851351,0,0,0,238,0.0,0.0,0.0,8.318274944220525e-05
4.3,4.4,179718,0.0,0.0,0.0,0.0007734339353876,0,0,0,139,0.0,0.0,0.0,6.557643594307722e-05
4.4,4.5,175140,0.0,0.0,0.0,0.0004853260248943,0,0,0,85,0.0,0.0,0.0,5.2628222812304094e-05
4.5,4.6,168592,0.0,0.0,0.0,0.0002550536205751,0,0,0,43,0.0,0.0,0.0,3.889035198440158e-05
4.6,4.7,163486,0.0,0.0,0.0,9.17509756187074e-05,0,0,0,15,0.0,0.0,0.0,2.3688913222731496e-05
4.7,4.8,156997,0.0,0.0,0.0,4.458683923896635e-05,0,0,0,7,0.0,0.0,0.0,1.685186549783069e-05
4.8,4.9,152179,0.0,0.0,0.0,2.6284835621209232e-05,0,0,0,4,0.0,0.0,0.0,1.3142245086323692e-05
4.9,5.0,145865,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
