z_lo,z_hi,n_events,efficiency_Detect,efficiency_Characterize,efficiency_Villar,efficiency_ELAsTiCC,n_success_Detect,n_success_Characterize,n_success_Villar,n_success_ELAsTiCC,sigma_Detect,sigma_Characterize,sigma_Villar,sigma_ELAsTiCC
0.1,0.2,564,0.6365248226950354,0.6223404255319149,0.5921985815602837,0.6524822695035462,359,351,334,368,0.0202537525105601,0.020413839880181,0.0206927635601386,0.0200508731299888
0.2,0.3,1735,0.6034582132564842,0.579250720461095,0.5677233429394812,0.6340057636887608,1047,1005,985,1100,0.0117440621604574,0.0118520982299867,0.0118932220743157,0.0115646897564622
0.3,0.4,3492,0.595360824742268,0.5678694158075601,0.5418098510882016,0.6360252004581901,2079,1983,1892,2221,0.0083059052590284,0.0083829065429053,0.0084315846555065,0.0081420863138324
0.4,0.5,6309,0.5498494214614044,0.5162466317958472,0.4807417974322396,0.6064352512284039,3469,3257,3033,3826,0.0062635497147637,0.0062915891210897,0.0062902420944577,0.0061506363633454
0.5,0.6,9755,0.5251665812403895,0.4898001025115325,0.4512557662737058,0.5956945156330087,5123,4778,4402,5811,0.0050559822744422,0.0050613454783665,0.0050382849961625,0.0049688167500129
0.6,0.7,14472,0.4762299613045881,0.4380182421227197,0.3948313985627418,0.5628109452736318,6892,6339,5714,8145,0.0041515895147429,0.0041242305151135,0.004063308135139,0.0041233635810823
0.7,0.8,19744,0.4322325769854133,0.3893334683954619,0.3499290923824959,0.5291734197730956,8534,7687,6909,10448,0.0035255462148646,0.0034701269043807,0.0033943202831652,0.0035523187320574
0.8,0.9,25776,0.3983938547486033,0.3528864059590316,0.3124612042209808,0.5002327746741154,10269,9096,8054,12894,0.0030493318205466,0.0029764594094999,0.002886947552883,0.0031143125489742
0.9,1.0,32268,0.3555844799801661,0.3089128548407091,0.2682843684145283,0.4713648196355522,11474,9968,8657,15210,0.0026648230129107,0.0025721623311391,0.0024665096955137,0.0027788850968467
1.0,1.1,39058,0.3155819550412208,0.2708023964360694,0.2355727379794152,0.4354037585129807,12326,10577,9201,17006,0.002351591091565,0.0022485050507841,0.0021472153233533,0.0025087655515819
1.1,1.2,46121,0.2766418768023243,0.2322586240541185,0.1964614817545153,0.4000563734524403,12759,10712,9061,18451,0.0020829856834828,0.0019662740164219,0.0018500893365292,0.0022812162747561
1.2,1.3,52667,0.2412706248694628,0.1999164562249606,0.1670495756355972,0.35971291320941,12707,10529,8798,18945,0.0018643454336267,0.0017427000788872,0.0016254101776156,0.0020912025289676
1.3,1.4,59270,0.2069512400877341,0.1700523030200776,0.14123502615151,0.3254597604184241,12266,10079,8371,19290,0.0016640504852448,0.0015431180718911,0.001430510023007,0.0019245762310408
1.4,1.5,64270,0.1792282557958612,0.1444842072506612,0.1163840049789948,0.2947253773144546,11519,9286,7480,18942,0.0015129002259985,0.0013868198692365,0.0012649526913705,0.001798389444583
1.5,1.6,69241,0.1527563149001314,0.1200878092459669,0.0958536127438945,0.2636588148640256,10577,8315,6637,18256,0.0013671686493106,0.0012353427268865,0.0011187729388574,0.0016744763890854
1.6,1.7,73624,0.128273389112246,0.0978485276540258,0.0778550472671954,0.2342171031185483,9444,7204,5732,17244,0.0012323916072593,0.001094982489501,0.0009874913011761,0.0015608185910256
1.7,1.8,75591,0.1068513447368073,0.0784352634572898,0.0619121323967138,0.2064134619200698,8077,5929,4680,15603,0.0011236131806284,0.0009778754848447,0.0008765457642738,0.001472078973894
1.8,1.9,77551,0.0848473907493133,0.060566594885946,0.0468465912754187,0.1771866255754277,6580,4697,3633,13741,0.0010006272035499,0.000856556228331,0.0007587989116601,0.0013711104431006
1.9,2.0,78214,0.0660495563454113,0.0460787071368297,0.03527501470325,0.1512644795049479,5166,3604,2759,11831,0.0008880851748143,0.0007496597014004,0.0006596189386738,0.0012811866931237
2.0,2.1,77970,0.0513915608567397,0.0345902270103886,0.0258176221623701,0.1291394125945876,4007,2697,2013,10069,0.0007907252896173,0.0006544384154974,0.0005679557331939,0.0012009915568508
2.1,2.2,76681,0.0392144077411614,0.024634524849702,0.0191181648648296,0.1088535621601178,3007,1889,1466,8347,0.0007009583072958,0.0005597729401415,0.000494524216141,0.0011247395752943
2.2,2.3,75462,0.0298560865071161,0.0191089555007818,0.0145503697225093,0.0902175929606954,2253,1442,1098,6808,0.0006195414476735,0.0004983847025797,0.0004359032170484,0.0010429181592215
2.3,2.4,73284,0.0227471207903498,0.0146826046613176,0.0107663337154085,0.0722122154904208,1667,1076,789,5292,0.0005507596473561,0.0004443089326968,0.0003812227234618,0.0009561479028261
2.4,2.5,70045,0.0171746734242272,0.0105503604825469,0.0077236062531229,0.0573345706331644,1203,739,541,4016,0.0004909009174105,0.0003860485511557,0.0003307789183641,0.0008784124906476
2.5,2.6,67599,0.0141866003934969,0.0077072146037663,0.0059764197695232,0.046509563750943,959,521,404,3144,0.0004548481060198,0.0003363554795256,0.0002964481569015,0.0008099517869767
2.6,2.7,64075,0.0106905969566913,0.0065548185719859,0.0050097541943035,0.037065938353492,685,420,321,2375,0.000406277470027,0.0003187924182566,0.0002789159259577,0.000746348160412
2.7,2.8,61272,0.0087641989815902,0.005222613918266,0.0041617704661182,0.0302095573834704,537,320,255,1851,0.0003765421308854,0.0002911896166427,0.000260077289874,0.0006914807633424
2.8,2.9,57731,0.0066342173182518,0.0037934558556061,0.0029100483275882,0.0256707834612253,383,219,168,1482,0.0003378663225553,0.0002558513260922,0.0002241881898432,0.0006582151654756
2.9,3.0,54684,0.0055226391631921,0.0030539097359373,0.0021395655036208,0.0213590812669153,302,167,117,1168,0.0003169134324859,0.0002359575065693,0.0001975911813434,0.0006182623950943
3.0,3.1,51551,0.0040542375511629,0.0021144109716591,0.0013966751372427,0.0163333397994219,209,109,72,842,0.0002798684179777,0.0002023096180275,0.0001644847570948,0.0005582682477186
3.1,3.2,48482,0.0029289220741718,0.0012994513427663,0.0007425436244379,0.0133451590280929,142,63,36,647,0.0002454294670918,0.0001636090759278,0.0001237113146207,0.0005211397960136
3.2,3.3,45444,0.0026846228324971,0.0011882756799577,0.0007261684710852,0.0112666138544142,122,54,33,512,0.0002427278571176,0.0001616077353872,0.0001263637995689,0.0004951058169455
3.3,3.4,42633,0.0018295686440081,0.0008913283137475,0.0004456641568737,0.0099688035090188,78,38,19,425,0.0002069682642841,0.0001445280916695,0.0001022195841903,0.0004811417137025
3.4,3.5,40291,0.001166513613462,0.0002233749472586,0.0001240971929214,0.0075451093296269,47,9,5,304,0.0001700542261647,7.444999922725323e-05,5.549450816099377e-05,0.0004311060656853
3.5,3.6,37541,0.0005593884020137,7.991262885911404e-05,2.663754295303801e-05,0.0062065475080578,21,3,1,233,0.0001220344102664,4.6135734259064254e-05,2.663718817132808e-05,0.0004053406775352
3.6,3.7,35472,0.0003382949932341,0.0001127649977447,8.457374830852504e-05,0.0059483536310329,12,4,3,211,9.764083281060136e-05,5.637931979654628e-05,4.882661149655149e-05,0.0004082818052271
3.7,3.8,33338,0.0001799748035275,2.9995800587917693e-05,2.9995800587917693e-05,0.0046793448917151,6,1,1,156,7.346779379827786e-05,2.9995350710517603e-05,2.9995350710517603e-05,0.0003737698491678
3.8,3.9,31132,6.424257998201208e-05,0.0,0.0,0.0032121289991006,2,0,0,100,4.542490476935464e-05,0.0,0.0,0.0003206965963328
3.9,4.0,29233,0.0,0.0,0.0,0.0026682174255122,0,0,0,78,0.0,0.0,0.0,0.0003017128063187
4.0,4.1,27277,0.0,0.0,0.0,0.0021996553873226,0,0,0,60,0.0,0.0,0.0,0.0002836617946889
4.1,4.2,26106,0.0,0.0,0.0,0.001647130927756,0,0,0,43,0.0,0.0,0.0,0.0002509781589957
4.2,4.3,24195,0.0,0.0,0.0,0.0009092787766067,0,0,0,22,0.0,0.0,0.0,0.0001937707306097
4.3,4.4,22695,0.0,0.0,0.0,0.0002643754130865,0,0,0,6,0.0,0.0,0.0,0.0001079165423638
4.4,4.5,21172,0.0,0.0,0.0,0.0001416965803891,0,0,0,3,0.0,0.0,0.0,8.180276262907404e-05
4.5,4.6,19970,0.0,0.0,0.0,0.000250375563345,0,0,0,5,0.0,0.0,0.0,0.0001119573375856
4.6,4.7,18883,0.0,0.0,0.0,5.295768680824022e-05,0,0,0,1,0.0,0.0,0.0,5.2956284531378594e-05
4.7,4.8,17913,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
4.8,4.9,16678,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
