cadence,metric,n_events,n_success,efficiency,z_lo,z_hi,sigma
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,564,359,0.6365248226950354,0.1,0.2,0.02025375251056019
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,564,351,0.6223404255319149,0.1,0.2,0.02041383988018105
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,564,334,0.5921985815602837,0.1,0.2,0.020692763560138626
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,564,368,0.6524822695035462,0.1,0.2,0.02005087312998882
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,564,0,0.0,0.1,0.2,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,564,348,0.6170212765957447,0.1,0.2,0.020469057292053255
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,564,343,0.6081560283687943,0.1,0.2,0.02055533413918541
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,564,334,0.5921985815602837,0.1,0.2,0.020692763560138626
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,564,362,0.6418439716312057,0.1,0.2,0.020188837574504542
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,564,135,0.2393617021276596,0.1,0.2,0.017967054053222933
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,1735,1047,0.6034582132564842,0.2,0.3,0.011744062160457482
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,1735,1005,0.579250720461095,0.2,0.3,0.011852098229986747
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,1735,985,0.5677233429394812,0.2,0.3,0.011893222074315781
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,1735,1100,0.6340057636887608,0.2,0.3,0.011564689756462255
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,1735,0,0.0,0.2,0.3,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,1735,1040,0.5994236311239193,0.2,0.3,0.011764131034856124
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,1735,1003,0.5780979827089338,0.2,0.3,0.01185650771820809
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,1735,966,0.5567723342939481,0.2,0.3,0.01192621170708934
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,1735,1110,0.6397694524495677,0.2,0.3,0.011525301077839153
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,1735,415,0.239193083573487,0.2,0.3,0.010241458164148697
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,3492,2079,0.595360824742268,0.3,0.4,0.008305905259028492
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,3492,1983,0.5678694158075601,0.3,0.4,0.008382906542905326
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,3492,1892,0.5418098510882016,0.3,0.4,0.008431584655506532
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,3492,2221,0.6360252004581901,0.3,0.4,0.008142086313832493
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,3492,0,0.0,0.3,0.4,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,3492,2020,0.5784650630011455,0.3,0.4,0.00835638108148426
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,3492,1905,0.5455326460481099,0.3,0.4,0.008426061038415152
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,3492,1805,0.5168957617411226,0.3,0.4,0.008456385869879292
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,3492,2203,0.6308705612829324,0.3,0.4,0.008166244048772678
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,3492,779,0.2230813287514318,0.3,0.4,0.007045020694415623
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,6309,3469,0.5498494214614044,0.4,0.5,0.006263549714763775
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,6309,3257,0.5162466317958472,0.4,0.5,0.006291589121089735
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,6309,3033,0.4807417974322396,0.4,0.5,0.006290242094457766
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,6309,3826,0.6064352512284039,0.4,0.5,0.006150636363345493
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,6309,0,0.0,0.4,0.5,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,6309,3409,0.5403391979711524,0.4,0.5,0.006274392869561542
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,6309,3187,0.5051513710572199,0.4,0.5,0.0062945790213223465
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,6309,2962,0.4694880329687748,0.4,0.5,0.006283181311301905
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,6309,3816,0.6048502139800286,0.4,0.5,0.0061549500267445946
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,6309,1191,0.1887779362815026,0.4,0.5,0.004926803376722708
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,9755,5123,0.5251665812403895,0.5,0.6,0.005055982274442248
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,9755,4778,0.4898001025115325,0.5,0.6,0.00506134547836653
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,9755,4402,0.4512557662737058,0.5,0.6,0.005038284996162511
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,9755,5811,0.5956945156330087,0.5,0.6,0.004968816750012925
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,9755,0,0.0,0.5,0.6,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,9755,4997,0.5122501281394157,0.5,0.6,0.0050608793384324035
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,9755,4635,0.4751409533572527,0.5,0.6,0.005056138235804141
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,9755,4237,0.4343413634033828,0.5,0.6,0.005018560562752705
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,9755,5817,0.5963095848282932,0.5,0.6,0.004967598384832292
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,9755,1491,0.1528446950281906,0.5,0.6,0.0036432843259405776
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,14472,6892,0.4762299613045881,0.6,0.7,0.004151589514742918
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,14472,6339,0.4380182421227197,0.6,0.7,0.004124230515113572
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,14472,5714,0.3948313985627418,0.6,0.7,0.004063308135139027
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,14472,8145,0.5628109452736318,0.6,0.7,0.004123363581082328
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,14472,0,0.0,0.6,0.7,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,14472,6726,0.464759535655058,0.6,0.7,0.004145952738121939
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,14472,6140,0.4242675511332228,0.6,0.7,0.004108336286691246
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,14472,5486,0.3790768380320619,0.6,0.7,0.004032907657625716
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,14472,8102,0.5598396904367053,0.6,0.7,0.004126415962550913
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,14472,1836,0.126865671641791,0.6,0.7,0.002766612381841065
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,19744,8534,0.4322325769854133,0.7,0.8,0.0035255462148646383
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,19744,7687,0.3893334683954619,0.7,0.8,0.003470126904380758
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,19744,6909,0.3499290923824959,0.7,0.8,0.003394320283165273
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,19744,10448,0.5291734197730956,0.7,0.8,0.003552318732057408
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,19744,0,0.0,0.7,0.8,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,19744,8395,0.4251924635332252,0.7,0.8,0.00351832889213933
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,19744,7556,0.3826985413290113,0.7,0.8,0.003459071060118521
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,19744,6703,0.3394955429497568,0.7,0.8,0.0033700577540977765
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,19744,10419,0.5277046191247974,0.7,0.8,0.0035529142488386037
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,19744,2014,0.1020056726094003,0.7,0.8,0.0021539290190368474
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,25776,10269,0.3983938547486033,0.8,0.9,0.0030493318205466365
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,25776,9096,0.3528864059590316,0.8,0.9,0.0029764594094999655
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,25776,8054,0.3124612042209808,0.8,0.9,0.0028869475528830227
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,25776,12894,0.5002327746741154,0.8,0.9,0.0031143125489742174
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,25776,0,0.0,0.8,0.9,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,25776,10160,0.3941651148355058,0.8,0.9,0.0030437464324254977
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,25776,9006,0.3493947858472998,0.8,0.9,0.002969677017832029
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,25776,7956,0.308659217877095,0.8,0.9,0.002877252343491938
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,25776,13076,0.5072936064556176,0.8,0.9,0.00311398152653189
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,25776,2069,0.0802684667908131,0.8,0.9,0.001692369775609635
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,32268,11474,0.3555844799801661,0.9,1.0,0.002664823012910776
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,32268,9968,0.3089128548407091,0.9,1.0,0.0025721623311391628
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,32268,8657,0.2682843684145283,0.9,1.0,0.00246650969551374
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,32268,15210,0.4713648196355522,0.9,1.0,0.002778885096846731
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,32268,0,0.0,0.9,1.0,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,32268,11297,0.3500991694558076,0.9,1.0,0.002655419022679794
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,32268,9759,0.3024358497582745,0.9,1.0,0.002556952658261991
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,32268,8341,0.2584913846535267,0.9,1.0,0.002437222130661942
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,32268,15228,0.4719226478244701,0.9,1.0,0.0027790614946128075
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,32268,1877,0.0581690839221519,0.9,1.0,0.0013030064309888355
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,39058,12326,0.3155819550412208,1.0,1.1,0.0023515910915650165
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,39058,10577,0.2708023964360694,1.0,1.1,0.0022485050507841642
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,39058,9201,0.2355727379794152,1.0,1.1,0.0021472153233533632
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,39058,17006,0.4354037585129807,1.0,1.1,0.0025087655515819546
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,39058,0,0.0,1.0,1.1,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,39058,12188,0.3120487480157714,1.0,1.1,0.0023444180389508196
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,39058,10354,0.265092938706539,1.0,1.1,0.0022333680008527687
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,39058,8668,0.2219263659173536,1.0,1.1,0.0021026152004694257
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,39058,17104,0.4379128475600389,1.0,1.1,0.0025103869710012224
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,39058,1535,0.0393005274207588,1.0,1.1,0.0009831911596941965
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,46121,12759,0.2766418768023243,1.1,1.2,0.0020829856834828253
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,46121,10712,0.2322586240541185,1.1,1.2,0.0019662740164219437
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,46121,9061,0.1964614817545153,1.1,1.2,0.0018500893365292538
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,46121,18451,0.4000563734524403,1.1,1.2,0.0022812162747561367
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,46121,0,0.0,1.1,1.2,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,46121,12595,0.2730860128791657,1.1,1.2,0.0020746358750875216
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,46121,10609,0.2300253680535981,1.1,1.2,0.0019596419057370815
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,46121,8733,0.189349753908198,1.1,1.2,0.00182431477042353
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,46121,18364,0.3981700310053988,1.1,1.2,0.0022794067606255524
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,46121,1178,0.0255415103748834,1.1,1.2,0.0007346079125694368
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,52667,12707,0.2412706248694628,1.2,1.3,0.0018643454336267039
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,52667,10529,0.1999164562249606,1.2,1.3,0.0017427000788872572
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,52667,8798,0.1670495756355972,1.2,1.3,0.0016254101776156376
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,52667,18945,0.35971291320941,1.2,1.3,0.0020912025289676825
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,52667,0,0.0,1.2,1.3,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,52667,12544,0.2381757077486851,1.2,1.3,0.0018561234183361531
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,52667,10450,0.1984164657185714,1.2,1.3,0.0017377766525643996
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,52667,8536,0.162074923576433,1.2,1.3,0.0016057991219752394
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,52667,19079,0.3622572009037917,1.2,1.3,0.002094411456758916
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,52667,792,0.0150378795070917,1.2,1.3,0.0005303148326149455
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,59270,12266,0.2069512400877341,1.3,1.4,0.0016640504852448487
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,59270,10079,0.1700523030200776,1.3,1.4,0.0015431180718911146
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,59270,8371,0.14123502615151,1.3,1.4,0.0014305100230070423
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,59270,19290,0.3254597604184241,1.3,1.4,0.001924576231040831
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,59270,0,0.0,1.3,1.4,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,59270,12218,0.2061413868736291,1.3,1.4,0.0016616391409021792
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,59270,10032,0.1692593217479331,1.3,1.4,0.001540251260506829
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,59270,7989,0.1347899443225915,1.3,1.4,0.0014027234665243598
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,59270,19423,0.3277037286991733,1.3,1.4,0.0019279846822453492
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,59270,636,0.0107305550868905,1.3,1.4,0.0004232051347007496
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,64270,11519,0.1792282557958612,1.4,1.5,0.0015129002259985898
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,64270,9286,0.1444842072506612,1.4,1.5,0.0013868198692365144
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,64270,7480,0.1163840049789948,1.4,1.5,0.001264952691370589
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,64270,18942,0.2947253773144546,1.4,1.5,0.0017983894445830824
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,64270,0,0.0,1.4,1.5,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,64270,11464,0.1783724910533686,1.4,1.5,0.0015100706774490097
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,64270,9244,0.143830714174576,1.4,1.5,0.0013842084320172235
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,64270,7271,0.1131320989575229,1.4,1.5,0.001249448156656455
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,64270,19054,0.2964680255173487,1.4,1.5,0.0018014686165285323
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,64270,430,0.0066905243503967,1.4,1.5,0.0003215645884888337
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,69241,10577,0.1527563149001314,1.5,1.6,0.001367168649310619
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,69241,8315,0.1200878092459669,1.5,1.6,0.0012353427268865255
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,69241,6637,0.0958536127438945,1.5,1.6,0.0011187729388574164
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,69241,18256,0.2636588148640256,1.5,1.6,0.0016744763890854488
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,69241,0,0.0,1.5,1.6,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,69241,10629,0.1535073150301122,1.5,1.6,0.001369917699353487
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,69241,8307,0.1199722707644314,1.5,1.6,0.0012348293747540694
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,69241,6419,0.0927051891220519,1.5,1.6,0.001102159808353235
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,69241,18635,0.2691324504267702,1.5,1.6,0.0016854687584520907
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,69241,293,0.0042315968862379,1.5,1.6,0.0002466889232996911
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,73624,9444,0.128273389112246,1.6,1.7,0.0012323916072593014
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,73624,7204,0.0978485276540258,1.6,1.7,0.001094982489501083
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,73624,5732,0.0778550472671954,1.6,1.7,0.0009874913011761923
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,73624,17244,0.2342171031185483,1.6,1.7,0.0015608185910256766
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,73624,0,0.0,1.6,1.7,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,73624,9410,0.127811583179398,1.6,1.7,0.0012304970023395737
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,73624,7096,0.0963816146908616,1.6,1.7,0.0010876268583433562
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,73624,5445,0.073956861892861,1.6,1.7,0.0009644842544608307
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,73624,17267,0.2345295012495925,1.6,1.7,0.0015615405422925884
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,73624,238,0.0032326415299358,1.6,1.7,0.000209202067991739
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,75591,8077,0.1068513447368073,1.7,1.8,0.0011236131806284652
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,75591,5929,0.0784352634572898,1.7,1.8,0.000977875484844799
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,75591,4680,0.0619121323967138,1.7,1.8,0.0008765457642738156
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,75591,15603,0.2064134619200698,1.7,1.8,0.0014720789738940033
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,75591,0,0.0,1.7,1.8,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,75591,8003,0.1058723922160045,1.7,1.8,0.0011190669510827945
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,75591,5865,0.0775886018176767,1.7,1.8,0.0009730300392648622
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,75591,4561,0.0603378709105581,1.7,1.8,0.0008660556661567167
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,75591,15729,0.2080803270230583,1.7,1.8,0.0014764577760681531
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,75591,160,0.0021166540990329,1.7,1.8,0.00016715900905353803
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,77551,6580,0.0848473907493133,1.8,1.9,0.0010006272035499306
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,77551,4697,0.060566594885946,1.8,1.9,0.0008565562283310157
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,77551,3633,0.0468465912754187,1.8,1.9,0.0007587989116601392
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,77551,13741,0.1771866255754277,1.8,1.9,0.0013711104431006077
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,77551,0,0.0,1.8,1.9,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,77551,6576,0.0847958117883715,1.8,1.9,0.0010003512045365208
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,77551,4672,0.0602442263800595,1.8,1.9,0.0008544202172206358
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,77551,3519,0.0453765908885765,1.8,1.9,0.0007473744916770283
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,77551,14051,0.1811839950484197,1.8,1.9,0.0013831184547366375
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,77551,107,0.001379737205194,1.8,1.9,0.0001332921808010873
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,78214,5166,0.0660495563454113,1.9,2.0,0.0008880851748143485
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,78214,3604,0.0460787071368297,1.9,2.0,0.0007496597014004435
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,78214,2759,0.03527501470325,1.9,2.0,0.0006596189386738654
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,78214,11831,0.1512644795049479,1.9,2.0,0.0012811866931237792
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,78214,0,0.0,1.9,2.0,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,78214,5253,0.0671618891758508,1.9,2.0,0.0008949985748027411
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,78214,3588,0.0458741401795075,1.9,2.0,0.0007480739876545809
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,78214,2651,0.033894187741325,1.9,2.0,0.0006470423610142141
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,78214,12141,0.1552279643030659,1.9,2.0,0.0012948292367977363
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,78214,63,0.0008054823944562,1.9,2.0,0.00010144036400221561
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,77970,4007,0.0513915608567397,2.0,2.1,0.00079072528961737
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,77970,2697,0.0345902270103886,2.0,2.1,0.0006544384154974631
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,77970,2013,0.0258176221623701,2.0,2.1,0.0005679557331939816
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,77970,10069,0.1291394125945876,2.0,2.1,0.0012009915568508129
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,77970,0,0.0,2.0,2.1,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,77970,4114,0.0527638835449531,2.0,2.1,0.0008006334555878794
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,77970,2788,0.0357573425676542,2.0,2.1,0.0006649852628225021
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,77970,2027,0.0259971784019494,2.0,2.1,0.0005698747932152412
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,77970,10407,0.1334744132358599,2.0,2.1,0.0012179401252159485
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,77970,40,0.0005130178273695,2.0,2.1,8.109443128640224e-05
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,76681,3007,0.0392144077411614,2.1,2.2,0.0007009583072958534
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,76681,1889,0.024634524849702,2.1,2.2,0.0005597729401415328
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,76681,1466,0.0191181648648296,2.1,2.2,0.0004945242161410313
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,76681,8347,0.1088535621601178,2.1,2.2,0.0011247395752943985
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,76681,0,0.0,2.1,2.2,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,76681,3085,0.0402316088731237,2.1,2.2,0.0007096154094282684
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,76681,1996,0.0260299161461118,2.1,2.2,0.000574996643187209
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,76681,1457,0.0190007955034493,2.1,2.2,0.0004930333937811776
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,76681,8557,0.111592180592324,2.1,2.2,0.001137049009707283
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,76681,10,0.0001304104015336,2.1,2.2,4.123670083195777e-05
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,75462,2253,0.0298560865071161,2.2,2.3,0.0006195414476735476
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,75462,1442,0.0191089555007818,2.2,2.3,0.0004983847025797811
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,75462,1098,0.0145503697225093,2.2,2.3,0.00043590321704841875
